Transportation,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
travel_time_average,transportation_home_rate,transportation_car_alone_rate,transportation_walk_rate,transportation_carpool_rate,transportation_motorcycle_rate,transportation_bicycle_rate,transportation_public_rate,travel_time_less_than_10_rate,travel_time_10_19_rate,travel_time_20_29_rate,travel_time_30_39_rate,travel_time_40_59_rate,travel_time_60_89_rate
37,0.019987508,0.553404122,0,0.030605871,0,0.009369144,0.382885696,0.056724028,0.094327597,0.17654557,0.282345443,0.194391332,0.136392607
28,0.059026282,0.270573029,0.123653598,0.039207238,0,0.020680741,0.481258078,0.047619048,0.262362637,0.236263736,0.238095238,0.169871795,0.036172161
19,0.070944419,0.030275644,0.557162223,0.028468143,0,0.028920018,0.284229553,0.263132296,0.335116732,0.131809339,0.15077821,0.083171206,0.018968872
29,0.017503455,0.582220175,0.051589129,0.060340857,0,0.009672962,0.272224781,0.071261135,0.250820441,0.232536334,0.183309892,0.151898734,0.077355837
29,0.035323207,0.407983045,0.050512187,0.053338043,0,0.037089368,0.411162134,0.009886488,0.23471256,0.285609667,0.282314171,0.11680703,0.04577078
34,0.031391987,0.370095002,0.155720777,0.065675341,0,0.024370095,0.344898802,0.009381663,0.147974414,0.194882729,0.347974414,0.196588486,0.084008529
32,0.070479492,0.437319469,0.023685731,0.095898325,0,0.010976314,0.36164067,0.041640771,0.082038533,0.213175886,0.351149782,0.244251088,0.063393412
27,0.153335934,0.38002341,0.128755365,0.107296137,0,0.031213422,0.172844323,0.11797235,0.20921659,0.210138249,0.279262673,0.129493088,0.025345622
33,0.060455897,0.28741328,0.004955401,0.063429138,0,0,0.583746283,0.10021097,0.126582278,0.142405063,0.266877637,0.186708861,0.166666667
37,0.075933076,0.503217503,0,0.036036036,0,0,0.384813385,0.032033426,0.185236769,0.143454039,0.239554318,0.28551532,0.062674095
33,0.019498607,0.594428969,0.005571031,0.005013928,0,0.005013928,0.370473538,0.073295455,0.138068182,0.201136364,0.256818182,0.152840909,0.15
31,0.087041374,0.405932865,0.048790008,0.05971897,0,0.012490242,0.386026542,0.047456178,0.097050021,0.255237281,0.338178709,0.228730227,0.023941855
25,0.044482958,0.212593876,0.279029463,0.03812825,0.004043905,0.056036973,0.359907568,0.075574365,0.3095526,0.258162031,0.158403869,0.162636034,0.031438936
27,0.041614124,0.303909206,0.170239596,0.03593947,0,0.080706179,0.367591425,0.033552632,0.220394737,0.271710526,0.227631579,0.207236842,0.039473684
32,0.047839506,0.195216049,0.177469136,0.042052469,0.001929012,0.075617284,0.454475309,0.076580227,0.168557536,0.185980551,0.259724473,0.185980551,0.097244733
31,0.019388516,0.392990306,0.005965697,0.142431022,0.005965697,0.012677107,0.41536167,0.053231939,0.215209125,0.182509506,0.280608365,0.145247148,0.086692015
30,0.05923994,0.223546945,0.042101341,0.116244411,0,0.051415797,0.507451565,0.033267327,0.161188119,0.302970297,0.285148515,0.13029703,0.045544554
34,0.0165,0.575,0.0315,0.073,0,0.021,0.2795,0.019827148,0.193695984,0.166751398,0.202846975,0.266903915,0.14387392
31,0.004164498,0.520041645,0.005205622,0.052056221,0,0.008849558,0.409682457,0.047046524,0.158912703,0.22843701,0.297961317,0.164140094,0.070047047
29,0.084203655,0.321801567,0.065926893,0.044712794,0,0,0.477806789,0.039914469,0.106200998,0.292230934,0.360299359,0.174625802,0.021382751
37,0.039542144,0.458896982,0.014568158,0.116545265,0,0,0.365244537,0.052004334,0.138678223,0.098591549,0.243770314,0.271939328,0.175514626
22,0.035921817,0.169043846,0.494981511,0,0.006867406,0.007395668,0.285789752,0.095890411,0.335890411,0.265753425,0.180821918,0.093150685,0.021917808
28,0.072671443,0.779426817,0.006653019,0.135107472,0,0.006141249,0,0.100441501,0.351545254,0.198675497,0.168874172,0.085540839,0.035871965
28,0.052837573,0.845401174,0.016634051,0.063111546,0,0,0.022015656,0.042871901,0.352272727,0.196280992,0.181818182,0.135330579,0.069214876
28,0.033881579,0.849013158,0.014473684,0.0625,0,0.013486842,0,0.038474634,0.229145386,0.254341164,0.248212462,0.204630575,0.013278856
29,0.012248898,0.962763351,0.006369427,0.012738854,0,0.005879471,0,0.091765873,0.307043651,0.164186508,0.161706349,0.201388889,0.044642857
30,0.026610644,0.841036415,0.018907563,0.077731092,0,0.035714286,0,0.134532374,0.271223022,0.2,0.149640288,0.145323741,0.049640288
29,0.075489502,0.839348903,0.00754895,0.054493984,0.01910828,0,0.002359047,0.082418984,0.206430212,0.282725185,0.20566471,0.115080378,0.070936463
31,0.075297226,0.804491413,0.00660502,0.095772787,0,0.00990753,0,0.086428571,0.239285714,0.279285714,0.172142857,0.122857143,0.051428571
29,0.056066946,0.864016736,0,0.074476987,0,0.005439331,0,0.100620567,0.22606383,0.231826241,0.16356383,0.183953901,0.074911348
26,0.06879881,0.800669394,0.023800669,0.094458907,0.00409074,0,0,0.118210863,0.308306709,0.230031949,0.128194888,0.112619808,0.079472843
34,0.128712871,0.712871287,0.007920792,0.12970297,0,0,0,0.020454545,0.127272727,0.243181818,0.304545455,0.164772727,0.118181818
29,0.021008403,0.892557023,0,0.073829532,0.006002401,0,0,0.019619865,0.167381974,0.197424893,0.438994482,0.10177805,0.074800736
28,0,0.916099773,0,0.080876795,0,0,0,0,0.249433107,0.295540438,0.235071807,0.152683296,0.063492063
31,0.012214984,0.833469055,0.004478827,0.126628664,0,0,0.008550489,0.061005771,0.170239077,0.229596043,0.212283594,0.238664468,0.07873042
29,0.037405303,0.859375,0.030776515,0.051136364,0.014204545,0,0,0.010329562,0.217904575,0.288243974,0.2538121,0.11805214,0.097884899
27,0.008342023,0.954118874,0,0.030239833,0,0,0.00729927,0.05362776,0.233438486,0.266035752,0.261829653,0.119873817,0.060988433
33,0.070852333,0.841108383,0,0.071904595,0,0,0.009821115,0.051717629,0.120422801,0.206870517,0.282370706,0.223480559,0.109097773
28,0.10801964,0.739770867,0.009819967,0.11238407,0,0.004909984,0.00436443,0.02324159,0.229969419,0.283792049,0.248318043,0.162691131,0.043425076
16,0.007085917,0.809565988,0.018600531,0.120460585,0,0.025243578,0.019043401,0.190008921,0.475468332,0.236396075,0.065120428,0.011150758,0.008920607
21,0.018913972,0.856009762,0.0390482,0.068944478,0,0.001830384,0.015253203,0.351368159,0.194651741,0.130597015,0.164800995,0.066542289,0.074626866
27,0.064300067,0.769591427,0.012726055,0.153382451,0,0,0,0.09305655,0.2226199,0.220472441,0.188976378,0.25841088,0.012884753
20,0,0.905013193,0.011873351,0.083113456,0,0,0,0.346965699,0.19525066,0.18469657,0.064643799,0.178100264,0.014511873
25,0.027938585,0.794865341,0,0.134407249,0.005789076,0.019380821,0.016360433,0.044277576,0.303987571,0.239254272,0.302951838,0.088555153,0.006732263
24,0.138,0.71425,0.015,0.09925,0,0.0175,0,0.151972158,0.31699536,0.200986079,0.170243619,0.107018561,0.029582367
30,0,0.697873691,0.012377023,0.202158045,0.018089495,0,0.069501745,0.141225008,0.203427483,0.168200571,0.214852428,0.151380514,0.090447477
36,0.044374837,0.802140433,0,0.146436962,0,0,0.007047768,0.036328872,0.100245834,0.217700082,0.245288173,0.27424201,0.092597651
31,0.043544194,0.735918544,0,0.201906412,0.004766031,0,0,0.040543601,0.193884485,0.141789354,0.31596829,0.243714609,0.061155153
43,0.018960069,0.870726803,0.010198219,0.076989371,0.012065498,0.002729101,0.005601839,0.023718887,0.075841874,0.057979502,0.253147877,0.349780381,0.203660322
33,0.033941145,0.765300596,0.011012818,0.184148763,0.005596678,0,0,0.037376191,0.155858718,0.13866567,0.363483461,0.152868623,0.135301813
32,0.019972452,0.887052342,0.004820937,0.068181818,0,0,0.019972452,0.116654954,0.133520731,0.149683767,0.321855235,0.166549543,0.058327477
27,0.018752392,0.782242633,0,0.155759663,0,0.000382702,0.04286261,0.064352574,0.253900156,0.187207488,0.273790952,0.159906396,0.057722309
26,0.009009009,0.715806716,0,0.181818182,0,0.02047502,0.025389025,0.114876033,0.24214876,0.148760331,0.285950413,0.154545455,0.053719008
28,0.018119338,0.700406123,0.013745704,0.157450797,0,0,0.080912215,0.056633789,0.222717149,0.265351575,0.24307986,0.123130767,0.061088132
31,0.007165605,0.721072187,0.005042463,0.144373673,0,0.003450106,0.078556263,0.022988506,0.252606255,0.271852446,0.256615878,0.089013633,0.065490511
28,0.027801003,0.849289298,0.018185619,0.052884615,0.002299331,0,0.044941472,0.055041926,0.190496667,0.308535799,0.266609331,0.109008815,0.048376693
30,0,0.781416291,0,0.189521081,0,0.011461318,0.01760131,0.046663938,0.154727794,0.245599673,0.29512894,0.190339746,0.056078592
28,0.028420357,0.824851289,0,0.146728354,0,0,0,0.061904762,0.246938776,0.297278912,0.175510204,0.119047619,0.093197279
29,0.024159664,0.825630252,0,0.116806723,0.001890756,0,0.029411765,0.046932185,0.209687836,0.211840689,0.298385361,0.169860065,0.044348762
28,0.027851459,0.819960212,0,0.12566313,0,0.00397878,0,0.097203274,0.186903138,0.168826739,0.298431105,0.181446112,0.055593452
30,0.001247272,0.887433739,0,0.0801372,0.008107265,0,0,0.020917889,0.147674056,0.168279738,0.496409616,0.111770215,0.050889791
30,0.047793326,0.831431647,0,0.107642626,0,0,0,0.019217726,0.177933529,0.24169116,0.334840606,0.171602984,0.049061723
29,0.061307723,0.811340613,0.003946849,0.061307723,0.019734245,0,0.01289304,0.031955151,0.176173791,0.26082691,0.275402943,0.19831815,0.055080589
29,0.051431911,0.863822326,0,0.059614261,0,0,0.025131502,0.023413432,0.215650031,0.181762169,0.321010474,0.213801602,0.03142329
28,0.115665357,0.734980348,0.047725997,0.071869736,0.008422235,0.016282987,0,0.041269841,0.340952381,0.170793651,0.193015873,0.176507937,0.048253968
29,0.037620297,0.835958005,0.003207932,0.120297463,0.002916302,0,0,0.128636364,0.222878788,0.136818182,0.186818182,0.242424242,0.061666667
33,0.114122682,0.834522111,0,0.051355207,0,0,0,0.054750403,0.128824477,0.21900161,0.230273752,0.204508857,0.15136876
28,0.06025641,0.891025641,0,0.048717949,0,0,0,0.264665757,0.151432469,0.102319236,0.103683492,0.214188267,0.155525239
34,0.110221139,0.75796622,0.001915375,0.113703639,0.00174125,0.011666376,0,0.061252446,0.1962818,0.146966732,0.184344423,0.275733855,0.089432485
33,0.023129921,0.749507874,0.013287402,0.123523622,0,0.025590551,0.039862205,0.124433249,0.153652393,0.141057935,0.231738035,0.232745592,0.070025189
33,0.043637847,0.794045677,0.004893964,0.130097879,0.012642741,0.010195759,0,0.030703625,0.204690832,0.198720682,0.185074627,0.242643923,0.113859275
28,0.011090573,0.818391867,0,0.122227357,0,0.003927911,0.012245841,0.064018692,0.189953271,0.331775701,0.239018692,0.10771028,0.042757009
25,0.050442478,0.857522124,0.007522124,0.059292035,0.006637168,0.009734513,0.008849558,0.035880708,0.289375582,0.279589935,0.22972973,0.113233924,0.052190121
43,0.014015417,0.816222845,0.000175193,0.120357393,0,0,0.049229152,0.027363184,0.066808813,0.169331912,0.155472637,0.286425018,0.219260839
27,0.038619979,0.811534501,0.004376931,0.128475798,0,0.002059732,0,0.061060525,0.246116765,0.225227638,0.25200857,0.184520621,0.020353508
30,0.019286967,0.859438925,0,0.086206897,0,0,0.016656926,0.02920143,0.080154946,0.3659118,0.366507747,0.073897497,0.053337306
27,0.039028621,0.849522984,0.01300954,0.07415438,0,0.024284475,0,0.164711191,0.277075812,0.125902527,0.195848375,0.141696751,0.078971119
34,0.043884892,0.775539568,0.040647482,0.128057554,0,0,0,0.104589917,0.167419112,0.147479308,0.135063958,0.241158766,0.187735139
34,0.051448335,0.865974924,0.02075227,0.04971898,0.007349762,0,0.001297017,0.054238833,0.238833181,0.11668186,0.195533273,0.264357338,0.063354603
24,0.042130098,0.780923492,0,0.134479272,0,0.006740816,0.024603977,0.098874032,0.369458128,0.273399015,0.148135116,0.070724842,0.008092892
21,0.01076509,0.803537101,0.042675894,0.093425606,0,0.024990388,0.01076509,0.296541003,0.343956471,0.072677808,0.066848037,0.164399534,0.040808395
21,0.014981273,0.84494382,0.005243446,0.07340824,0.026217228,0.020973783,0,0.196958175,0.407604563,0.145247148,0.096577947,0.109505703,0.03269962
25,0.287735849,0.575471698,0.047169811,0,0,0,0.028301887,0.086092715,0.490066225,0.066225166,0.052980132,0.225165563,0.079470199
31,0.080527086,0.717423133,0.010980966,0.112737921,0,0.033674963,0,0.09633758,0.457006369,0.067675159,0.089171975,0.170382166,0.072452229
29,0.015625,0.910757212,0.004807692,0.051682692,0,0,0,0.053418803,0.172466422,0.315934066,0.256105006,0.169413919,0.013736264
30,0.020344828,0.808965517,0.007931034,0.114137931,0.005517241,0.008965517,0.000689655,0.070397747,0.092925026,0.231608589,0.405139036,0.135163675,0.060894051
27,0.019555215,0.848734663,0.028949387,0.090682515,0.004792945,0,0.002300613,0.08173641,0.304067266,0.193195151,0.217442315,0.130035197,0.052405162
37,0.02715655,0.762619808,0.01884984,0.175399361,0.003514377,0.002236422,0.003833866,0.114614122,0.117569787,0.105418719,0.196387521,0.25320197,0.16091954
28,0.012672487,0.883694734,0,0.085609687,0,0.009011546,0,0.065601825,0.146891044,0.271249287,0.246434683,0.245579007,0.020536224
33,0.036491463,0.813190492,0.002343488,0.140609307,0.002343488,0.002343488,0,0.109798471,0.072619875,0.162960389,0.296038916,0.232453092,0.124739402
37,0.035751295,0.749740933,0,0.201036269,0,0,0,0.03707684,0.08866201,0.140784524,0.259537883,0.412681354,0.044599678
24,0.092165899,0.651305684,0.029953917,0.156298003,0.009984639,0.032642089,0,0.192470389,0.487309645,0.033840948,0.069796954,0.121404399,0.051607445
24,0.014370664,0.835976214,0.053022795,0.090188305,0,0,0,0.263448969,0.282554047,0.054298643,0.144293615,0.222724987,0.017596782
31,0,0.794871795,0,0.196078431,0.004524887,0,0.00188537,0.146304676,0.342383107,0.130090498,0.04826546,0.093137255,0.188536953
29,0.022438295,0.872849663,0.005983545,0.096484667,0.002243829,0,0,0.148431523,0.308339709,0.099464422,0.066564652,0.247895945,0.093343535
37,0.029283489,0.875700935,0.033956386,0.057320872,0.000623053,0.000311526,0.002180685,0.11970475,0.129011553,0.087291399,0.267650834,0.267008986,0.057445443
27,0.032085561,0.867379679,0,0.100534759,0,0,0,0.090607735,0.205524862,0.235359116,0.301657459,0.068508287,0.076243094
23,0.00695088,0.790083411,0.00463392,0.176088971,0,0.017145505,0,0.340177322,0.191787214,0.148856743,0.133457769,0.082594494,0.103126458
37,0.020525978,0.782552919,0,0.150737652,0,0,0,0.043876883,0.162409954,0.201702685,0.250818599,0.173542895,0.096922069
30,0.034428795,0.674491393,0.028169014,0.244131455,0,0,0.018779343,0.068071313,0.249594814,0.197730956,0.184764992,0.129659643,0.126418152
46,0.021186441,0.851694915,0,0.065677966,0.008474576,0,0.008474576,0.07034632,0.234848485,0.193722944,0.090909091,0.114718615,0.172077922
35,0.116430903,0.778019587,0.008705114,0.059847661,0,0,0,0.032019704,0.14408867,0.24137931,0.139162562,0.282019704,0.15270936
40,0.116357504,0.757166948,0.011804384,0.10455312,0,0,0.010118044,0.083969466,0.183206107,0.091603053,0.208015267,0.208015267,0.169847328
33,0.104477612,0.758208955,0.010447761,0.068656716,0.011940299,0,0.028358209,0.053333333,0.225,0.251666667,0.133333333,0.211666667,0.09
32,0.009269988,0.770567787,0,0.130938586,0,0,0.052143685,0.063157895,0.233918129,0.10877193,0.21754386,0.294736842,0.045614035
25,0.045148895,0.866474544,0.011527378,0.056676273,0,0,0,0.136820926,0.284708249,0.144869215,0.212273642,0.155935614,0.065392354
25,0.083191851,0.736842105,0.03565365,0.086587436,0.006791171,0.003395586,0.003395586,0.057407407,0.324074074,0.305555556,0.161111111,0.088888889,0.062962963
29,0.103703704,0.762345679,0,0.12654321,0,0,0.007407407,0.101239669,0.303719008,0.173553719,0.128787879,0.178374656,0.098484848
29,0.019271949,0.823697359,0.004996431,0.07780157,0,0.026409707,0.047822984,0.151382824,0.22489083,0.18558952,0.195778748,0.07496361,0.142649199
26,0.07751938,0.869186047,0.018410853,0.032945736,0,0,0.001937984,0.091386555,0.266806723,0.298319328,0.125,0.118697479,0.099789916
28,0.089186176,0.821070234,0,0.057413601,0.023411371,0.008918618,0,0.048959608,0.375152999,0.178090575,0.108323133,0.186658507,0.090575275
33,0.090672225,0.766023971,0.03074518,0.099009901,0,0,0,0.070487106,0.38739255,0.066475645,0.163323782,0.150716332,0.061318052
37,0.057226706,0.884812913,0,0.03595011,0.013206163,0,0,0.031906615,0.160311284,0.195330739,0.129182879,0.283268482,0.170428016
26,0.064047822,0.776259607,0.002561913,0.085397096,0.061485909,0.006831768,0.003415884,0.211678832,0.321167883,0.120437956,0.140510949,0.079379562,0.114051095
24,0.033376123,0.811296534,0,0.120667522,0,0.029525032,0.005134788,0.156706507,0.257636122,0.261620186,0.102257636,0.199203187,0.022576361
29,0.081967213,0.846539162,0,0.046448087,0.005009107,0,0.02003643,0.173115079,0.276785714,0.115079365,0.064484127,0.218253968,0.123511905
29,0.093783494,0.831725616,0,0.04340836,0,0,0.011789925,0.094027203,0.285038439,0.211709048,0.178001183,0.136014193,0.053814311
33,0.097110754,0.882022472,0,0.010433387,0,0,0,0.064888889,0.177777778,0.241777778,0.238222222,0.109333333,0.125333333
26,0.053262317,0.802929427,0,0.12849534,0,0,0.015312916,0.176511955,0.315752461,0.163853727,0.107594937,0.118846695,0.098452883
30,0.111955086,0.799207398,0,0.071664465,0,0,0.009247028,0.098177761,0.219784306,0.229081443,0.172182968,0.134994422,0.123837858
26,0.09063956,0.725116476,0,0.176620076,0,0,0,0.035863996,0.355379599,0.14531905,0.332557056,0.069864928,0.047508151
27,0.106258597,0.720770289,0.050206327,0.099037139,0,0,0.008253095,0.10157753,0.335128896,0.13813005,0.20430935,0.115429011,0.076567911
29,0.130396476,0.81938326,0,0.048017621,0,0,0,0.089159068,0.279635258,0.159574468,0.184903749,0.202634245,0.068389058
31,0.149286498,0.783754116,0.042261251,0.009330406,0,0.007683864,0,0.062580645,0.252258065,0.231612903,0.189032258,0.152258065,0.067741935
26,0.188202247,0.752247191,0.006179775,0.02752809,0,0,0,0.099653979,0.285121107,0.227681661,0.191695502,0.112802768,0.083044983
30,0.10210084,0.827731092,0.005882353,0.057983193,0,0,0,0.086102012,0.241927936,0.16284511,0.236780533,0.141787553,0.106691624
30,0.106483922,0.825513969,0,0.050079072,0,0,0.011070111,0.024778761,0.280235988,0.240707965,0.133333333,0.212979351,0.095575221
27,0.087778528,0.693450371,0,0.187035787,0,0,0,0.139896373,0.238341969,0.207253886,0.116950407,0.207994078,0.080680977
31,0.023498695,0.874238468,0.005657093,0.07310705,0.003916449,0,0,0.077540107,0.371657754,0.121657754,0.159982175,0.191622103,0.039215686
31,0.017907634,0.889726673,0,0.090480679,0,0,0.001885014,0.051823417,0.300383877,0.154510557,0.223608445,0.169865643,0.082533589
21,0.036641221,0.747073791,0.00610687,0.13129771,0,0,0,0.190702588,0.358161648,0.145800317,0.165874274,0.125198098,0.00792393
25,0.035885167,0.81738437,0.014354067,0.12599681,0,0.006379585,0,0.208436725,0.320099256,0.099255583,0.191066998,0.107526882,0.06120761
22,0.022857143,0.85968254,0,0.066031746,0.018412698,0,0,0.202079272,0.361273554,0.079922027,0.129304743,0.190383366,0.037037037
32,0.082210708,0.812435233,0,0.093955095,0.011398964,0,0,0.064358299,0.152803914,0.234851336,0.306360557,0.148287542,0.031990967
34,0.094509151,0.834608985,0.002329451,0.065890183,0,0,0.001663894,0.036016171,0.137816979,0.179713341,0.386255053,0.153252481,0.06615215
33,0.067083333,0.85,0,0.082916667,0,0,0,0.01741849,0.227333631,0.228673515,0.196516302,0.207235373,0.092451987
29,0.041728763,0.827123696,0.012419275,0.099354198,0.004470939,0,0.008445107,0.083981337,0.250907206,0.198548471,0.208398134,0.194919647,0.044582685
28,0.021983914,0.898123324,0.005898123,0.070241287,0.003753351,0,0,0.08497807,0.30372807,0.137609649,0.294407895,0.097587719,0.049890351
29,0.03101145,0.870706107,0,0.067270992,0,0.001908397,0,0.038404727,0.23338257,0.33136386,0.183653373,0.118660758,0.042343673
30,0.048541042,0.815925825,0,0.134987728,0.000545405,0,0,0.068501003,0.266265406,0.22527945,0.196044712,0.120091717,0.081112066
38,0.036363636,0.860606061,0,0.090909091,0,0,0.012121212,0.059748428,0.179245283,0.110062893,0.232704403,0.261006289,0.089622642
31,0.061473591,0.874611629,0,0.045494896,0,0,0,0.052967605,0.22700402,0.204303618,0.233388508,0.199337905,0.040908016
34,0.029978587,0.917915774,0.009992862,0.034261242,0.007851535,0,0,0.040470935,0.161147903,0.162619573,0.232523915,0.261221486,0.125827815
25,0.012813668,0.84143086,0.046983449,0.083822744,0.009076348,0,0.005872931,0.199567334,0.339102217,0.100054083,0.12763656,0.157923202,0.049756625
14,0.022864019,0.867629362,0.02166065,0.070998797,0,0.009626955,0.007220217,0.327586207,0.497536946,0.0591133,0.062807882,0.032019704,0.016009852
15,0,0.828520919,0.0783736,0.087802004,0,0.005303477,0,0.264584561,0.535651149,0.045963465,0.131997643,0.012374779,0.009428403
18,0.007012623,0.810659187,0.039270687,0.130434783,0,0.012622721,0,0.110169492,0.538135593,0.146892655,0.146892655,0.032485876,0.025423729
19,0.002832861,0.555240793,0.042492918,0.21529745,0,0.031161473,0.152974504,0.096590909,0.519886364,0.267045455,0.085227273,0.002840909,0.028409091
20,0,0.876307412,0,0.076398363,0,0,0.01273306,0.015461573,0.524329241,0.275125057,0.127330605,0.038653934,0.00636653
22,0.019523327,0.861308316,0.006085193,0.102180527,0,0,0.003296146,0.029997414,0.425911559,0.275665891,0.185932247,0.058960434,0.020429273
17,0.020558003,0.853157122,0.041116006,0.040381791,0,0.019089574,0.007342144,0.259370315,0.485007496,0.137181409,0.037481259,0.046476762,0.011244378
13,0.055319149,0.679432624,0.110638298,0.104964539,0.018439716,0.015602837,0.015602837,0.316816817,0.545045045,0.07957958,0,0.058558559,0
29,0.012531328,0.586466165,0,0.28320802,0,0.002506266,0.115288221,0.030456853,0.459390863,0.200507614,0.083756345,0.02284264,0.152284264
18,0,0.40776699,0.190938511,0.161812298,0,0.16828479,0.071197411,0.116504854,0.514563107,0.187702265,0.087378641,0.035598706,0.058252427
21,0,0.808139535,0,0.093023256,0,0,0.081395349,0.081395349,0.558139535,0.255813953,0.058139535,0,0.011627907
17,0,0.847129909,0,0.120845921,0,0,0.032024169,0.059818731,0.66102719,0.164350453,0.074320242,0.03021148,0.009667674
21,0.017879162,0.92540074,0,0.05487053,0,0,0.001849568,0.150031387,0.509102323,0.163214062,0.118644068,0.023854363,0
22,0.010460251,0.911436541,0,0.078103208,0,0,0,0.097251586,0.518675123,0.163495419,0.086680761,0.064129669,0.051444679
21,0,0.913157895,0.007017544,0.057017544,0.014473684,0,0.008333333,0.102192982,0.520614035,0.229385965,0.053070175,0.058333333,0.003947368
20,0.016994979,0.933565083,0.029741213,0.019698725,0,0,0,0.120628684,0.573280943,0.14302554,0.08172888,0.051866405,0.0043222
22,0.004743083,0.840316206,0.048221344,0.092490119,0,0.014229249,0,0.062748213,0.482128674,0.247815727,0.047656871,0.090548054,0.069102462
18,0.014590348,0.892255892,0.007295174,0.065095398,0,0,0.012345679,0.104214123,0.521640091,0.245444191,0.061503417,0.051822323,0.011958998
21,0.009055237,0.852550558,0.00498038,0.129489888,0,0,0.003923936,0.071733171,0.471063052,0.308559245,0.062138288,0.044776119,0.023911057
18,0,0.734939759,0.010327022,0.196213425,0,0.035570855,0.022948939,0.133103844,0.441193345,0.337923121,0.047619048,0.025243832,0.01491681
16,0.030139104,0.694744977,0.057187017,0.189335394,0,0,0.028593509,0.134661355,0.555378486,0.232669323,0.028685259,0.043027888,0.005577689
20,0.003243243,0.895135135,0,0.096756757,0,0,0,0.103579176,0.474511931,0.19143167,0.146420824,0.078091106,0.005965293
17,0,0.820901321,0.005827506,0.165889666,0.007381507,0,0,0.068376068,0.503885004,0.325563326,0.08041958,0.015928516,0.005827506
21,0,0.834776815,0.019320453,0.109926716,0,0,0.035976016,0.026648901,0.511658894,0.268487675,0.129247169,0.039307129,0
23,0.049422336,0.853016688,0,0.082156611,0,0,0,0.018906144,0.422687373,0.272113437,0.157326131,0.102633356,0.011478731
21,0,0.825396825,0,0.155446086,0.004378763,0,0,0.089764641,0.435139573,0.327312534,0.063492063,0.053639847,0.005473454
17,0.036476868,0.798042705,0,0.147686833,0.004448399,0.013345196,0,0.232686981,0.41920591,0.181902124,0.123730379,0.021237304,0.021237304
26,0.00659824,0.846041056,0,0.147360704,0,0,0,0.017712177,0.411808118,0.294464945,0.132841328,0.095202952,0
22,0,0.770582794,0.010638298,0.187326549,0.005087882,0.007400555,0,0.104070305,0.378815911,0.241905643,0.192414431,0.048566142,0.018963922
20,0,0.793138244,0,0.196770938,0.010090817,0,0,0.084762866,0.398587286,0.260343088,0.176589304,0.079717457,0
23,0,0.837536372,0.005819593,0.156644035,0,0,0,0.005819593,0.409796314,0.321047527,0.153249273,0.067895247,0.03443259
26,0,0.872820919,0,0.126386688,0,0,0.000792393,0.032488114,0.422345483,0.322503962,0.112916006,0.064183835,0.005546751
21,0,0.951322115,0.0078125,0.036658654,0.004206731,0,0,0.058894231,0.332331731,0.332932692,0.225360577,0.039663462,0.010817308
21,0.011695906,0.883876358,0,0.104427736,0,0,0,0.0693153,0.286559594,0.396449704,0.211327134,0.016906171,0.019442096
32,0.019314341,0.893771125,0,0.083534524,0,0,0,0.042343673,0.097488922,0.269325455,0.333333333,0.208271787,0.027572624
32,0.01081812,0.91954023,0.003380663,0.028397566,0,0,0.034482759,0.024606972,0.254272044,0.19138756,0.323991798,0.115516063,0.056732741
27,0.067431193,0.858256881,0,0.066972477,0.003211009,0,0,0.017707821,0.217412691,0.297589769,0.29267093,0.139203148,0.031480571
24,0.008394161,0.911678832,0,0.079927007,0,0,0,0.030916452,0.242546927,0.321678322,0.291129923,0.105631211,0.008097166
19,0,0.712359551,0.208988764,0.020224719,0,0.017977528,0.029213483,0.382022472,0.22247191,0.137078652,0.123595506,0.053932584,0.080898876
19,0.03488899,0.787041232,0,0.153149071,0.005890349,0,0,0.058215962,0.562910798,0.23286385,0.047887324,0.091549296,0.00657277
16,0.020639835,0.895252838,0.022703818,0.043343653,0,0,0.018059856,0.113804004,0.611696523,0.16174921,0.045310854,0.044783983,0.022655427
26,0.056338028,0.787107259,0.004333694,0.133261105,0,0,0.011375948,0.041905855,0.370264064,0.281859931,0.16934558,0.042479908,0.076349024
23,0.041446208,0.835978836,0.003527337,0.088183422,0,0,0.030864198,0.04323827,0.413063477,0.311867525,0.099356026,0.107635695,0
16,0.009615385,0.805769231,0.104807692,0.063461538,0,0,0.009615385,0.166019417,0.52815534,0.144660194,0.075728155,0.052427184,0.033009709
25,0.004405286,0.685022026,0.06938326,0.093612335,0,0.024229075,0.068281938,0.058628319,0.490044248,0.261061947,0.095132743,0.026548673,0
21,0,0.604278075,0.14973262,0.181818182,0,0,0.064171123,0.342245989,0.334224599,0.14973262,0.080213904,0.029411765,0
19,0.004149378,0.865836791,0.004149378,0.073997234,0,0.006224066,0.037344398,0.172916667,0.493055556,0.138194444,0.086805556,0.071527778,0.010416667
23,0.010882709,0.922007255,0.000604595,0.062273277,0,0,0.000906892,0.068459658,0.448655257,0.267726161,0.079156479,0.087713936,0.039425428
17,0.00862069,0.776876268,0,0.144523327,0.003042596,0,0.041075051,0.176470588,0.485421995,0.207672634,0.070076726,0.04859335,0.005626598
17,0.008795075,0.881706245,0.029023747,0.049692172,0,0,0.027704485,0.213398403,0.515971606,0.135314996,0.054569654,0.049245785,0.02173913
