Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population,Population
number_of_years_of_education,diversity,health_insurance_public_rate,health_insurance_none_rate,age_median,age_18_24_rate,age_25_34_rate,age_more_than_85_rate,age_75_84_rate,age_35_44_rate,age_45_54_rate,age_65_74_rate,age_55_64_rate,age_10_14_rate,age_15_17_rate,age_5_9_rate,household_type_family_rate,dropout_16_19_inschool_rate,household_count,average_household_size,housing_unit_count,housing_unit_occupied_count,housing_unit_median_value,housing_unit_median_gross_rent,education_less_than_high_school_rate,education_high_school_graduate_rate,education_college_rate,education_bachelor_rate,education_master_rate,education_professional_school_rate,education_doctoral_rate,race_white_rate,race_black_africa_rate,race_indian_alaska_rate,race_asian_rate,race_islander_rate,race_other_rate,race_two_more_rate,population,population_density
12.83223443,0.21461974,0.596049241,0.142570856,53.2,0.054888508,0.106918239,0.046598056,0.089193825,0.082046884,0.131503716,0.17352773,0.150657519,0.017438536,0.045168668,0.03516295,0.556238476,1,1627,2.14,3498,1627,161000,737,0.187545788,0.309157509,0.313186813,0.113186813,0.063003663,0.008058608,0.005860806,0.884219554,0.033161807,0,0.034591195,0,0.017438536,0.030588908,3498,3.285384
13.67821782,0.265501837,0.289684991,0.189314392,38.2,0.113774184,0.100490904,0,0.040427375,0.076812013,0.11608432,0.1293676,0.178457984,0.052555588,0.068149004,0.050534219,0.75,0.928338762,1164,2.78,1356,1164,328700,854,0.081458146,0.288478848,0.398739874,0.145364536,0.04950495,0.031953195,0.00450045,0.852151314,0.015882183,0.086052556,0.010106844,0.002021369,0.015882183,0.017903552,3463,49.87554
13.49002263,0.200765691,0.345432465,0.082849818,37.9,0.11959596,0.124175084,0.021548822,0.041750842,0.096565657,0.162558923,0.085117845,0.122962963,0.052929293,0.05993266,0.038114478,0.6875,0.976623377,2704,2.68,2805,2704,364200,1359,0.120962765,0.245628472,0.399711993,0.154906398,0.051429747,0.020777618,0.006583008,0.891582492,0.011178451,0.011717172,0.007676768,0,0.060875421,0.016969697,7425,1941.544
12.39154342,0.360648366,0.325772737,0.122526129,36.1,0.148181124,0.159501399,0.002416688,0.025057237,0.157847876,0.160900534,0.057746121,0.107351819,0.041083694,0.071101501,0.052022386,0.781481481,0.718666667,1350,3.29,1548,1350,414100,960,0.26753887,0.258437619,0.301289344,0.113386424,0.042851725,0.013272658,0.00322336,0.788476215,0.120834393,0.008013228,0.010302722,0.003179852,0.050114475,0.019079115,7862,53.94556
14.3918691,0.497038708,0.205339524,0.056297156,42.8,0.070584185,0.07678182,0.013542982,0.042465282,0.138528635,0.17135315,0.107196144,0.130494663,0.0744864,0.0455641,0.080224951,0.872243346,0.928709056,2630,3.29,2945,2630,611800,3219,0.102901484,0.193319838,0.303812416,0.219129555,0.102732794,0.065283401,0.012820513,0.68851142,0.041891427,0.007460117,0.13795478,0,0.075519339,0.048662917,8713,305.0808
12.15215132,0.4830197,0.396482228,0.261756443,28.9,0.168610301,0.174927114,0.01154033,0.02951895,0.138969874,0.105563654,0.025510204,0.098396501,0.051506317,0.022230321,0.068634597,0.582598697,0.902676399,2609,3.08,2736,2609,489400,1084,0.342548327,0.172313448,0.307004781,0.116399917,0.037622116,0.016836417,0.007274995,0.701166181,0.038265306,0.030976676,0.028182702,0.001336249,0.132531584,0.067541302,8232,13488.58
14.657871,0.449908397,0.216077064,0.114931075,32,0.145783303,0.186184489,0.024155954,0.040824975,0.129114282,0.11145642,0.048029383,0.086594152,0.045769176,0.012996186,0.05325611,0.56967509,1,2770,2.35,2889,2770,571400,1504,0.080514208,0.149075327,0.357239513,0.232972485,0.096075778,0.054578259,0.029544429,0.729764091,0.052973584,0.029947733,0.100437915,0.004096624,0.029100155,0.053679898,7079,5752.215
17.18395549,0.524510103,0.093289516,0.014629492,40.2,0.088943072,0.044418531,0.014735503,0.012509276,0.14735503,0.196544047,0.049401039,0.125728824,0.120428284,0.066892823,0.076751829,0.876717033,1,2912,3.24,2962,2912,974400,2145,0.017049533,0.055276382,0.133345298,0.291098349,0.236001436,0.138011486,0.129217516,0.612954521,0.013569384,0.016855719,0.312837909,0,0.006360649,0.037421817,9433,1940.467
15.1971831,0.282959582,0.248439451,0.035788598,27.1,0.184060721,0.20113852,0.048251559,0.050149092,0.135809162,0.045811873,0.036053131,0.06017891,0.040119274,0.016806723,0.099756031,0.698046181,1,1126,2.52,2116,1126,1224500,2341,0.016901408,0.169014085,0.351643192,0.236150235,0.139906103,0.058685446,0.027699531,0.843317972,0.051504473,0.001897533,0.030902684,0.005963676,0.031986988,0.034426674,3689,3135.499
16.15538991,0.055263557,0.285344828,0.059051724,50.9,0.031079378,0.049979,0.056698866,0.066358673,0.08651827,0.189836203,0.114237715,0.168836623,0.087778244,0.03401932,0.088198236,0.670454545,0.941176471,968,2.46,1186,968,1691700,3021,0.013188073,0.082568807,0.236238532,0.341743119,0.189220183,0.089449541,0.047591743,0.971860563,0.004619908,0,0.008399832,0.004619908,0,0.01049979,2381,4364.477
13.23893805,0.564491215,0.383792909,0.226223973,24.7,0.448601526,0.241009807,0.006538322,0.008536142,0.119687614,0.043770432,0.026153287,0.026334907,0.020886306,0.010715583,0.03505267,0.690756303,1,595,2.99,651,595,171700,883,0.121969988,0.260869565,0.441708349,0.123124279,0.040015391,0.012312428,0,0.626952416,0.161096985,0.007809662,0.101343988,0.008354522,0.075735561,0.018706865,5506,2385.351
12.42267658,0.652695174,0.387609779,0.21979587,37.7,0.130434783,0.08880666,0.018732655,0.035615171,0.129047179,0.164893617,0.090425532,0.094588344,0.042553191,0.048103608,0.060592044,0.762757386,1,1117,3.79,1185,1117,246100,1105,0.220074349,0.286245353,0.369516729,0.1,0.017843866,0,0.006319703,0.324699352,0.039777983,0.001850139,0.47386679,0.002312673,0.119565217,0.037927845,4324,14391.8
15.58071032,0.364021794,0.177278674,0.064108155,38.6,0.060728304,0.096816398,0.009703445,0.025294374,0.1718273,0.148822503,0.059965111,0.135303096,0.082860881,0.053423463,0.095508068,0.741411043,0.96875,3260,2.81,3844,3260,762200,1954,0.048645009,0.104022892,0.230095943,0.333277226,0.1912136,0.060259216,0.032486113,0.787614479,0,0.002289577,0.094744876,0,0.059529001,0.055822067,9172,1308.162
11.22760198,0.370504656,0.381183317,0.248060136,34.8,0.112512124,0.138942774,0.008244423,0.057953443,0.137730359,0.137972842,0.053588749,0.101600388,0.090446169,0.04243453,0.066925315,0.771380186,1,1181,3.49,1237,1181,94100,1098,0.440716737,0.242089211,0.194815097,0.066717499,0.055661456,0,0,0.781037827,0.010911736,0.011154219,0.083656644,0,0.11057226,0.002667313,4124,13313.25
12.40663535,0.294159194,0.334968322,0.131207848,38.9,0.085032626,0.144983687,0.019779772,0.080750408,0.117251223,0.120106036,0.076468189,0.135195759,0.067495922,0.043230016,0.05403752,0.845864662,0.966527197,1330,3.67,1446,1330,339400,1764,0.245449207,0.271873165,0.33734586,0.091015854,0.046388726,0.007927187,0,0.834216966,0.021003263,0,0.066476346,0.003670473,0.07096248,0.003670473,4904,9066.64
12.23883342,0.411139809,0.376555455,0.165554554,37.9,0.113796213,0.134535618,0.024887286,0.043282236,0.136158702,0.137601443,0.083859333,0.126059513,0.032281335,0.026871055,0.068349865,0.694860117,0.852631579,1537,3.6,1596,1537,244700,1350,0.284813452,0.226221755,0.337624803,0.116395166,0.025748818,0.007094062,0.002101944,0.75581605,0.03534716,0.00541028,0.039314698,0,0.107664563,0.05644725,5545,10389.89
13.31931911,0.48472433,0.20005349,0.133324418,35.4,0.089407062,0.146035976,0.019320453,0.045969354,0.120186542,0.138974017,0.067688208,0.11152565,0.087141905,0.05236509,0.053031312,0.846342661,1,2037,3.65,2125,2037,370600,1840,0.172477441,0.173913043,0.387612797,0.192986054,0.065012305,0.001845775,0.006152584,0.699000666,0.031445703,0.001998668,0.143104597,0.043704197,0.03637575,0.04437042,7505,7756.522
13.92020443,0.64396797,0.157718614,0.129955137,33.6,0.095079292,0.12225494,0.006989037,0.028594742,0.18806542,0.16894313,0.033490616,0.062546564,0.089119097,0.060346968,0.093589243,0.772684861,0.983249581,8574,3.22,9184,8574,417200,1700,0.147104942,0.153493234,0.317033509,0.263488007,0.083105871,0.020674836,0.015099599,0.501046582,0.062617519,0,0.305566396,0.007272856,0.059105261,0.064391386,28187,8585.62
14.62232855,0.564562786,0.165358852,0.075789474,33.5,0.112656206,0.11303204,0.004510007,0.019167528,0.170346707,0.175984215,0.03748943,0.068589683,0.100911397,0.06201259,0.074415109,0.911358274,1,2967,3.59,3139,2967,394200,2177,0.048325359,0.135725678,0.345454545,0.376395534,0.075917065,0.015311005,0.002870813,0.610072348,0.060415296,0,0.23405055,0,0.03626797,0.059193836,10643,7908.625
13.86222222,0.447939692,0.284402017,0.133645533,41.2,0.120643906,0.137095348,0.034318061,0.053246064,0.099239342,0.1528392,0.08154962,0.118344242,0.050592606,0.037148417,0.040509464,0.792393027,1,1893,2.95,2006,1893,405800,1724,0.123137255,0.183006536,0.347189542,0.232941176,0.098300654,0.012287582,0.003137255,0.726339996,0.029895631,0,0.129665664,0.004776225,0.074473731,0.034848753,5653,5492.702
14.70559427,0.595990849,0.212017276,0.037474593,39.7,0.060666834,0.082476811,0.000125345,0.034845826,0.196289797,0.136124342,0.111932815,0.103660065,0.102281274,0.032338932,0.083980948,0.899103139,1,2230,3.57,2457,2230,480600,2224,0.041815785,0.220192127,0.313806743,0.22226408,0.153701262,0.038802034,0.009417969,0.586863876,0.059914766,0.012033091,0.21772374,0,0.041238406,0.082226122,7978,1102.399
14.56979732,0.471779239,0.209098164,0.08160415,41.6,0.096275753,0.09429477,0.031497623,0.048732171,0.157091918,0.099445325,0.078248811,0.184627575,0.076069731,0.021988906,0.049524564,0.815326633,1,1592,3.16,1793,1592,497100,1686,0.077362261,0.136454468,0.386811305,0.221524408,0.127033971,0.039680274,0.011133314,0.700871632,0.017234548,0.001980983,0.176703645,0,0.042987322,0.06022187,5048,2791.473
13.58038217,0.580485922,0.32647688,0.10893533,34.1,0.089075359,0.150879458,0.032112312,0.021623366,0.090850411,0.145070195,0.072938519,0.119896724,0.080684202,0.052928837,0.075197676,0.706978967,1,2092,2.96,2235,2092,304900,1748,0.151592357,0.154140127,0.405859873,0.201783439,0.070573248,0.016050955,0,0.617234146,0.077940939,0,0.131999355,0,0.093593674,0.079231886,6197,9008.717
14.7371484,0.567120554,0.188771186,0.133474576,40.1,0.123472398,0.118626212,0.004846186,0.040876528,0.109144543,0.17699115,0.081120944,0.120101138,0.065528866,0.051833123,0.052043826,0.853924419,1,1376,3.45,1523,1376,427500,1861,0.069835112,0.147752991,0.331070158,0.268024572,0.122534756,0.046556741,0.014225671,0.59270965,0.039401601,0,0.276232617,0.00674252,0.036662453,0.048251159,4746,4963.179
13.88240032,0.481838631,0.226594301,0.100135685,38.7,0.081577526,0.116153431,0.017287952,0.02539168,0.146137223,0.178822258,0.072393301,0.114532685,0.131550513,0.041599136,0.039708266,0.788898234,1,1189,3.11,1240,1189,373800,1747,0.114780507,0.162303665,0.416431736,0.200161095,0.082964156,0.02335884,0,0.698811453,0.123176661,0,0.108860076,0,0.020259319,0.048892491,3702,4380.63
13.93506882,0.473130227,0.31830865,0.097231165,38.6,0.08717414,0.170594369,0.040875912,0.024191867,0.090093848,0.146611053,0.074035454,0.150573514,0.067987487,0.0362878,0.045881126,0.641225627,1,1795,2.67,1967,1795,345900,1660,0.054458408,0.224416517,0.440754039,0.225613405,0.041292639,0.006882107,0.006582885,0.708029197,0.122210636,0.001876955,0.077372263,0,0.028779979,0.06173097,4795,4546.852
14.98267052,0.163547286,0.293339486,0.030149208,43.5,0.078184884,0.08630998,0.017170014,0.055955849,0.139046451,0.125249119,0.090295876,0.175992641,0.109612142,0.050896827,0.039705657,0.79350348,1,2155,3.02,2155,2155,609700,1477,0.043101533,0.167740502,0.348589202,0.20106643,0.167296156,0.057542768,0.014663408,0.913076805,0.013184118,0,0,0.008738311,0.018703051,0.046297716,6523,2909.394
14.01241208,0.464235187,0.338797014,0.10054149,42.6,0.077529566,0.123521682,0.057526646,0.082639801,0.119141481,0.129215944,0.062052854,0.131698058,0.082493795,0.062052854,0.032705504,0.589576547,1,2763,2.48,2850,2763,377600,1588,0.107364501,0.172114191,0.371328093,0.238311957,0.083988415,0.015308233,0.011584609,0.713534823,0.029931377,0,0.056504599,0,0.064388962,0.135640239,6849,4694.609
14.70717593,0.255395008,0.309469869,0.077480743,48.4,0.058536585,0.090909091,0.041685144,0.068736142,0.129046563,0.181818182,0.132150776,0.12195122,0.054101996,0.032372506,0.059866962,0.705128205,1,858,2.63,918,858,531000,1031,0.055555556,0.207175926,0.297453704,0.252893519,0.119791667,0.038194444,0.028935185,0.859423503,0.025277162,0,0.037694013,0,0.0172949,0.060310421,2255,2560.527
13.23032759,0.541616942,0.375232775,0.104515829,39,0.100909091,0.133863636,0.043181818,0.093409091,0.100227273,0.128181818,0.068181818,0.105909091,0.063409091,0.047045455,0.057272727,0.721804511,0.976666667,1330,3.17,1423,1330,314700,1654,0.116852415,0.284025667,0.418101993,0.133063154,0.034110098,0.004728132,0.009118541,0.652272727,0.085909091,0.002272727,0.132727273,0.001363636,0.067727273,0.057727273,4400,4705.41
13.70649559,0.437757687,0.309158134,0.172354949,37.4,0.098156277,0.329060579,0.024934153,0.064969271,0.162247586,0.15381914,0.055838455,0.084986831,0,0.013871817,0.002282704,0.162545602,0.660606061,2467,1.4,2727,2467,771100,1351,0.194065758,0.167602245,0.266439455,0.245388933,0.056736167,0.022453889,0.047313553,0.735030729,0.116769096,0.00667252,0.078489903,0,0.040035119,0.023002634,5695,16927.93
12.85197614,0.5084054,0.250966184,0.160144928,37.2,0.080240964,0.095903614,0.021686747,0.026746988,0.216385542,0.109156627,0.051084337,0.125301205,0.088915663,0.066024096,0.099277108,0.763020833,1,1152,3.57,1161,1152,309800,1408,0.161073826,0.32699478,0.368008949,0.095824012,0.018642804,0.013049963,0.016405667,0.680963855,0.085542169,0.042891566,0.02,0.00939759,0.131807229,0.02939759,4150,8068.504
12.74842066,0.78759067,0.436799185,0.180937819,40,0.101431082,0.125784584,0.014561888,0.031132312,0.134320864,0.131056992,0.112729099,0.126035652,0.058247552,0.068290233,0.058247552,0.701570681,1,1146,3.48,1146,1146,292600,1318,0.156447417,0.283166109,0.453363062,0.092902267,0.010405054,0.003716091,0,0.230228471,0.25910118,0.005272408,0.148631685,0.00426814,0.239517951,0.112980166,3983,8734.919
13.46099844,0.684480527,0.311813905,0.157083116,32.6,0.084965658,0.210633427,0.012210633,0.037903841,0.096158738,0.148308318,0.050877639,0.096158738,0.066395319,0.042737217,0.037649453,0.722937169,0.892473118,1321,2.9,1423,1321,369900,1218,0.123634945,0.28900156,0.327223089,0.157956318,0.083463339,0.008970359,0.00975039,0.502416688,0.178834902,0.009666751,0.097430679,0.004578988,0.097685067,0.109386924,3931,8680.956
14.74863073,0.190998069,0.317309676,0.054260367,42.2,0.054526749,0.105349794,0.01090535,0.108024691,0.130041152,0.1281893,0.083539095,0.147736626,0.05,0.042798354,0.073251029,0.724876442,1,1821,2.65,1831,1821,443300,2171,0.045834534,0.156817527,0.375612568,0.241856443,0.135197463,0.025944076,0.018737388,0.897530864,0.024691358,0.001440329,0.034156379,0,0.001440329,0.040740741,4860,6835.972
15.13883035,0.304152173,0.228813559,0.079227434,45,0.051437512,0.143555642,0.015059652,0.073146881,0.097985527,0.155290436,0.097203208,0.160179934,0.075884999,0.046939175,0.057109329,0.666831929,1,2017,2.53,2050,2017,487200,1337,0.020547945,0.151475237,0.368018967,0.233403583,0.162539515,0.041622761,0.022391992,0.828867592,0.032075103,0,0.054371211,0.008214356,0.007823196,0.068648543,5113,1769.587
13.21272808,0.433837887,0.351130653,0.086683417,41.6,0.071674491,0.124882629,0.049452269,0.042253521,0.119248826,0.177777778,0.077621283,0.112050078,0.03286385,0.055399061,0.023161189,0.675024108,1,1037,3.08,1212,1037,339700,1354,0.130396084,0.309301291,0.340008901,0.141076992,0.074321317,0.004895416,0,0.736776213,0.009076682,0,0.075117371,0.004381847,0.12143975,0.053208138,3195,6029.469
14.13082843,0.40744036,0.226850368,0.137776354,37.8,0.104046243,0.125342257,0.019166413,0.060845756,0.159111652,0.109218132,0.095832066,0.102525099,0.047155461,0.024642531,0.05476118,0.790990991,1,1110,2.95,1163,1110,329100,1913,0.069714803,0.232684473,0.342236306,0.239474876,0.091896786,0.017202354,0.006790403,0.761484636,0.02981442,0.002738059,0.058107697,0.025250989,0.073014907,0.049589291,3287,2149.997
15.32662116,0.170076475,0.310909091,0.044935065,49.3,0.058335494,0.084003111,0.035260565,0.061965258,0.105263158,0.115374644,0.145449831,0.212341198,0.066891366,0.022556391,0.064817215,0.777703605,0.935483871,1498,2.56,1521,1498,615300,1606,0.041979522,0.129010239,0.316382253,0.239590444,0.184641638,0.058703072,0.029692833,0.909774436,0.009592948,0,0.010111486,0.007778066,0.029038113,0.033704952,3857,2342.255
14.28662983,0.454313673,0.25886055,0.228055648,31.6,0.127968338,0.342513193,0.00560686,0.019459103,0.153529024,0.10817942,0.052275726,0.064643799,0.032651715,0.021273087,0.032816623,0.278246206,1,2965,2.04,3084,2965,290800,1028,0.066519337,0.228066298,0.278232044,0.310939227,0.097900552,0.006187845,0.012154696,0.726088391,0.061840369,0.013687335,0.051616095,0,0.050626649,0.096141161,6064,22844.94
12.91914191,0.362195247,0.493953703,0.148681331,34.9,0.120036723,0.126692678,0.0182465,0.033968327,0.135070002,0.138283222,0.07723204,0.096396603,0.070461327,0.040394767,0.084576543,0.73062453,0.972640219,2658,3.26,2658,2658,427000,1249,0.178401173,0.31096443,0.275944261,0.176567657,0.04950495,0.006050605,0.002566923,0.791484967,0.034542116,0.005508377,0.059674088,0.002065641,0.032476475,0.074248336,8714,6265.365
14.09882006,0.239140085,0.282193159,0.095741113,42.3,0.08915703,0.105915871,0.007038713,0.070051952,0.134405899,0.135579018,0.071225071,0.157533099,0.062678063,0.062007709,0.062007709,0.838212635,1,1947,3.06,1987,1947,513600,1383,0.078416912,0.195181908,0.406588004,0.207718781,0.08013766,0.025565388,0.006391347,0.869281046,0.009887716,0,0.031674208,0,0.036366683,0.052790347,5967,3288.478
12.54188734,0.431156967,0.442709959,0.103496722,38.2,0.119470405,0.111838006,0.007165109,0.02694704,0.120872274,0.151869159,0.077570093,0.150778816,0.079906542,0.04470405,0.052024922,0.74750499,0.886746988,2004,3.18,2011,2004,308800,1161,0.222436206,0.312951372,0.297785267,0.105922003,0.045257583,0.00264805,0.012999519,0.734735202,0.023676012,0.001246106,0.006542056,0.005919003,0.079283489,0.148598131,6420,10244.68
12.00529501,0.548679111,0.483503442,0.143365773,35.9,0.122240684,0.118442915,0.010443864,0.029432708,0.149537147,0.138618562,0.055779729,0.125326371,0.066698315,0.033705198,0.084975077,0.795558959,1,1306,3.2,1407,1306,262500,1127,0.288199697,0.310514372,0.260590015,0.111573374,0.023827534,0.002269289,0.003025719,0.642535011,0.068122478,0.004035129,0.042012817,0,0.156657963,0.086636601,4213,11575.21
11.48081925,0.396288237,0.41487965,0.187089716,43.2,0.131676477,0.084368869,0.013952474,0.045999564,0.114889906,0.156529322,0.126880314,0.127970351,0.054937868,0.035535208,0.045781557,0.899293286,1,1132,4.02,1156,1132,257800,1539,0.381989597,0.253576073,0.247724317,0.102730819,0.007802341,0.006176853,0,0.765424024,0.052103772,0,0.113363854,0.006976237,0.043165468,0.018966645,4587,8373.243
11.6144186,0.526424072,0.517476789,0.169033315,29.1,0.107497984,0.175221715,0.009674819,0.026068261,0.10239183,0.134372481,0.055092717,0.074979844,0.088417092,0.059392636,0.099704381,0.631184408,1,1334,2.79,1432,1334,331300,1003,0.343255814,0.26372093,0.309767442,0.072093023,0.006976744,0.004186047,0,0.667562483,0.061273851,0.003762429,0.050524053,0.009674819,0.098360656,0.108841709,3721,15407.85
12.91285591,0.470647174,0.252648737,0.221407226,33.2,0.121462894,0.151361452,0.005072077,0.031767218,0.115589963,0.117725574,0.07367859,0.123598505,0.057928457,0.043780032,0.084089696,0.769305963,1,1023,3.65,1089,1023,299400,1691,0.144521139,0.248490078,0.487057808,0.1013805,0.018550475,0,0,0.699145755,0.042445275,0,0.190870262,0,0.029631607,0.037907101,3746,5991.318
12.00879507,0.575364502,0.340515478,0.288013092,32.3,0.133396921,0.1812236,0.016896035,0.023845211,0.128219103,0.145387655,0.035290912,0.088840441,0.046055321,0.037471045,0.093336967,0.757242757,0.983009709,2002,3.66,2084,2002,312700,1251,0.321899736,0.247581354,0.272207564,0.111477573,0.038478452,0.00703606,0.001319261,0.618749148,0.064313939,0.027660444,0.173184358,0,0.066766589,0.049325521,7339,7117.022
12.26347009,0.449379686,0.408546503,0.240277983,28.6,0.146489454,0.209043629,0.008523548,0.0192141,0.120052008,0.089713956,0.031204854,0.106761052,0.058942502,0.02484831,0.074689396,0.662383695,0.871621622,2257,3.04,2478,2257,63700,1158,0.237024221,0.306228374,0.344784973,0.091942659,0.008650519,0.007909046,0.003460208,0.72912453,0.087691419,0,0.036839064,0.013868824,0.088413753,0.04406241,6922,13735.06
12.25721455,0.407482721,0.393156769,0.236716565,30.9,0.084802287,0.184691123,0.041289503,0.03461966,0.113704939,0.124344926,0.053517548,0.080673337,0.07114499,0.0274734,0.102112117,0.71536906,0.943319838,1978,3.15,2097,1978,307600,952,0.261982434,0.272772898,0.318695107,0.110664994,0.032622334,0,0.003262233,0.750674925,0.024138479,0.003334921,0.02032714,0,0.162775925,0.03874861,6297,5625.625
13.62937063,0.199491058,0.184936614,0.049217002,39.2,0.089762611,0.148367953,0.005192878,0.028189911,0.109792285,0.165801187,0.073442136,0.158753709,0.066765579,0.042655786,0.054525223,0.794188862,1,826,3.23,826,826,397100,2130,0.090909091,0.215169446,0.457772996,0.173749328,0.059709521,0,0.002689618,0.891691395,0.004451039,0,0.025222552,0.00148368,0.008902077,0.068249258,2696,2789.314
13.73131192,0.263007727,0.257061611,0.069383886,35.5,0.114474929,0.115231788,0.014001892,0.012298959,0.139451277,0.158561968,0.068874172,0.121854305,0.0743614,0.044465468,0.088174078,0.834777585,1,1731,3.05,1791,1731,366900,1097,0.064244971,0.261483038,0.442809967,0.157910537,0.063644551,0.001801261,0.008105674,0.855061495,0.036896878,0.003216651,0.014380322,0.00359508,0.027625355,0.059224219,5285,2869.631
13.97321429,0.342103478,0.204092072,0.129923274,41.1,0.105209397,0.119509704,0.018896834,0.045454545,0.120531154,0.184882533,0.050051073,0.147088866,0.049540347,0.050561798,0.060265577,0.767647059,1,680,2.88,695,680,365200,1339,0.07514881,0.276041667,0.34077381,0.188244048,0.079613095,0.040178571,0,0.801838611,0.007150153,0,0.068437181,0,0.024514811,0.098059244,1958,6578.204
14.2077872,0.365857334,0.165615907,0.045586809,34.9,0.081302774,0.131001206,0.00482509,0.02509047,0.165741858,0.140410133,0.059589867,0.099155609,0.079372738,0.054523522,0.092641737,0.861654135,1,1330,3.11,1360,1330,367000,1539,0.060524287,0.17386276,0.427910563,0.235158057,0.089822668,0.00693909,0.005782575,0.787696019,0.011580217,0.003618818,0.095778046,0.019300362,0.023401689,0.058624849,4145,5191.092
13.63925836,0.349992096,0.216786166,0.090679038,35.6,0.119113573,0.174792244,0.011911357,0.022437673,0.185041551,0.146814404,0.037119114,0.109141274,0.038781163,0.032963989,0.059833795,0.725118483,0.924324324,844,2.89,898,844,367800,1631,0.097138251,0.295848448,0.360338573,0.146311971,0.060459492,0.015316405,0.02458686,0.799722992,0.037396122,0.008033241,0.047645429,0.002216066,0.027977839,0.07700831,3610,4371.255
13.12775647,0.223157163,0.283785608,0.132712299,28.5,0.15204521,0.134553283,0.000134553,0.018299247,0.121636168,0.138455328,0.039289559,0.108988159,0.075618945,0.038078579,0.104278794,0.707807571,1,2536,2.92,2723,2536,345400,1081,0.086289549,0.367449664,0.412751678,0.086529243,0.04050815,0,0.006471716,0.879978471,0.017761033,0.015742734,0.024488698,0.019106566,0.025430571,0.017491927,7432,4749.883
15.54628688,0.304747843,0.306175595,0.023809524,50.5,0.049107143,0.057291667,0.04389881,0.067708333,0.087425595,0.173363095,0.114955357,0.186755952,0.076636905,0.055431548,0.046130952,0.740740741,1,1026,2.6,1062,1026,652500,1828,0.019328586,0.082400814,0.259409969,0.446592065,0.13733469,0.022889115,0.032044761,0.824032738,0,0,0.112723214,0,0.004092262,0.059151786,2688,2705.686
14.02115603,0.414853748,0.227582723,0.066683506,39.1,0.105093168,0.120745342,0.01515528,0.036273292,0.116521739,0.135403727,0.083478261,0.150062112,0.06310559,0.041987578,0.073043478,0.80758226,1,1398,2.88,1486,1398,444800,1298,0.123536079,0.192293162,0.269361541,0.304873442,0.077446165,0.013600302,0.018889309,0.749565217,0.019875776,0.002732919,0.120248447,0,0.017391304,0.090186335,4025,2985.979
16.02543068,0.554822679,0.077349983,0.044398196,37.8,0.035640138,0.088235294,0.006228374,0.021453287,0.177681661,0.200865052,0.039792388,0.098442907,0.089273356,0.048788927,0.102249135,0.810278841,0.969178082,1829,3.16,1878,1829,616300,2133,0.028985507,0.081761006,0.18949959,0.350560569,0.260869565,0.040196883,0.04812688,0.568685121,0.0316609,0.001903114,0.345155709,0,0.015051903,0.037543253,5780,6206.267
15.926632,0.485033674,0.188271605,0.055555556,39.1,0.07233347,0.142010625,0.026563139,0.033714753,0.153248876,0.180016347,0.077237434,0.09460564,0.060073559,0.045565999,0.065590519,0.519301471,1,2176,2.25,2225,2176,561700,1496,0.026863085,0.070479492,0.196129405,0.41565569,0.212882727,0.065857886,0.012131716,0.654883531,0.017572538,0.005108296,0.291172865,0,0,0.031262771,4894,5767.193
15.1988389,0.135221802,0.200051099,0.145375575,43.2,0.083800306,0.107233826,0.011971472,0.031329598,0.13346918,0.136016302,0.08660214,0.195364238,0.056036679,0.04100866,0.072083546,0.763560501,1,1438,2.73,1492,1438,613100,1897,0.083454282,0.103773585,0.272496372,0.272859216,0.170174165,0.066037736,0.031204644,0.928935303,0.003056546,0,0.030565461,0,0.008405502,0.029037188,3926,4632.203
14.20191795,0.192381747,0.23976834,0.086872587,49.8,0.114671815,0.06988417,0.013127413,0.028185328,0.087258687,0.187258687,0.123166023,0.215830116,0.052509653,0.038996139,0.023552124,0.93226601,1,812,3.18,892,812,563500,3150,0.069792222,0.240809803,0.36494406,0.143313799,0.150772509,0.012253596,0.018114012,0.897297297,0.022779923,0.030888031,0.023938224,0.001930502,0.002702703,0.02046332,2590,83.64325
16.36020267,0.227821802,0.316359697,0.073311665,55.3,0.03286385,0.034669556,0.036475262,0.083062477,0.104008667,0.136511376,0.16468039,0.22462983,0.048754063,0.05092091,0.047309498,0.680623974,1,1218,2.27,1330,1218,901900,2256,0.01658222,0.092123445,0.194841087,0.336250576,0.183325656,0.070935053,0.105941962,0.875406284,0,0,0.057782593,0.004694836,0.014445648,0.047670639,2769,1810.879
14.11881002,0.407383598,0.250827916,0.108426346,34.1,0.114456363,0.15931253,0.02766943,0.033154559,0.137859581,0.140175524,0.048512921,0.100682594,0.047903462,0.0325451,0.058629937,0.652014652,0.88179669,3003,2.73,3141,3003,381900,1283,0.09282621,0.189606477,0.322161551,0.286763321,0.093014498,0.010732442,0.0048955,0.759263774,0.061799122,0,0.08447099,0,0.028278888,0.066187226,8204,8493.332
