Politics,Politics,Politics,Politics,Politics,Politics,Politics,Politics,Politics,Politics,Politics
incentive_count_residential,incentive_count_nonresidential,incentive_residential_state_level,incentive_nonresidential_state_level,net_metering,feedin_tariff,property_tax,sales_tax,rebate,voting_2016_dem_percentage,voting_2016_gop_percentage
8,16,2,4,15,0,0,0,0,0.312875375,0.635604354
8,16,2,4,15,0,0,0,0,0.312875375,0.635604354
8,16,2,4,15,0,0,0,0,0.312875375,0.635604354
8,16,2,4,15,0,0,0,0,0.282666667,0.690666667
8,16,2,4,15,0,0,0,0,0.282666667,0.690666667
8,16,2,4,15,0,0,0,0,0.205251641,0.75273523
8,16,2,4,15,0,0,0,0,0.205251641,0.75273523
8,16,2,4,15,0,0,0,0,0.205251641,0.75273523
8,16,2,4,15,0,0,0,0,0.205251641,0.75273523
8,16,2,4,15,0,0,0,0,0.425027362,0.549799343
8,16,2,4,15,0,0,0,0,0.425027362,0.549799343
8,16,2,4,15,0,0,0,0,0.425027362,0.549799343
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
28,41,8,15,8,0,11,20,0,0.456797129,0.491262415
