Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment
occupation_construction_rate,occupation_public_rate,occupation_information_rate,occupation_finance_rate,occupation_education_rate,occupation_administrative_rate,occupation_manufacturing_rate,occupation_wholesale_rate,occupation_retail_rate,occupation_transportation_rate,occupation_arts_rate,occupation_agriculture_rate,occupancy_vacant_rate,occupancy_owner_rate,mortgage_with_rate,employ_rate,poverty_family_below_poverty_level_rate,poverty_family_below_poverty_level,poverty_family_count,unemployed,average_household_income,gini_index,per_capita_income
0.070322417,0.059659812,0.039857832,0.109418634,0.190149784,0.130236101,0.132774816,0.017263265,0.091139883,0.023863925,0.055851739,0.02792587,0.016919989,0.487238314,0.801648028,0.958860759,0.087812666,165,1879,169,103816.4236,0.5611,45674
0.058135283,0.056672761,0.012431444,0.120658135,0.205850091,0.089945155,0.139670932,0.042047532,0.087751371,0.057404022,0.08702011,0.007678245,0.005128205,0.857948718,0.674835625,0.939862543,0.016908213,28,1656,175,169571.7526,0.4313,58624
0.057011796,0.057011796,0.014089122,0.125819135,0.150720839,0.150720839,0.116972477,0.015072084,0.141218873,0.053079948,0.064875491,0.00327654,0.061640798,0.244345898,0.896551724,0.959145192,0.103782735,107,1031,130,85903.30813,0.3078,40072
0.025104603,0.025104603,0.035146444,0.143096234,0.257740586,0.180753138,0.068619247,0.032635983,0.053556485,0,0.119665272,0,0.018905473,0.944278607,0.721812434,0.936520376,0.035110533,27,769,81,166619.8783,0.4449,59505
0.071038251,0.061930783,0.04007286,0.078324226,0.214936248,0.162112933,0.111111111,0.010928962,0.107468124,0.043715847,0.063752277,0.016393443,0.322268326,0.363762102,0.619771863,0.905940594,0.020408163,5,245,57,120968.1633,0.4376,61677
0.071689498,0.033333333,0.030136986,0.055251142,0.187671233,0.130593607,0.147945205,0.039269406,0.074885845,0.030593607,0.108675799,0.035159817,0.062590975,0.446870451,0.489685125,0.890968267,0.113967438,133,1167,268,76621.89441,0.3632,31651
0.021455939,0.047509579,0.006130268,0.049042146,0.183141762,0.232183908,0.077394636,0.149425287,0.07816092,0.027586207,0.048275862,0,0.117601845,0.650269024,0.725768322,0.90186593,0.066964286,45,672,142,172986.4983,0.5798,85057
0.031569586,0.033348155,0.016451756,0.074699867,0.248110271,0.170742552,0.115606936,0.027123166,0.168519342,0.031124944,0.044908848,0,0.05320486,0.803937997,0.650859823,0.971070812,0.007580979,11,1451,67,181014.5133,0.5335,84971
0.065614035,0.043859649,0.016140351,0.082105263,0.147017544,0.074035088,0.133684211,0.024561404,0.118245614,0.042807018,0.150526316,0.007719298,0.016288253,0.384501481,0.718870347,0.91551558,0.235115431,387,1646,263,62652.18264,0.4549,18861
0.091989987,0.021902378,0.029411765,0.089486859,0.2359199,0.100125156,0.095744681,0.034418023,0.152065081,0.031914894,0.08135169,0,0.025069638,0.61281337,0.763636364,0.915759312,0.081885856,66,806,147,97424.28571,0.394,31483
0.015572519,0.039083969,0.029923664,0.082748092,0.231145038,0.08610687,0.141068702,0.050076336,0.104427481,0.024122137,0.142900763,0,0.042814752,0.744807122,0.673306773,0.908712542,0.032901834,61,1854,329,101096.9885,0.378,35299
0.064444444,0.041111111,0.022222222,0.097222222,0.157222222,0.078333333,0.117222222,0.04,0.121111111,0.088333333,0.135,0.01,0.01988401,0.753106877,0.760176018,0.896860987,0.038345106,38,991,207,117621.2172,0.4068,37603
0.07654185,0.088105727,0.041299559,0.08314978,0.234030837,0.126101322,0.113986784,0.024229075,0.094713656,0.046806167,0.057819383,0,0.006125574,0.793261868,0.700772201,0.882410107,0.032913843,34,1033,242,116615.5624,0.3527,41780
0.088516746,0.050239234,0.011961722,0.046411483,0.199521531,0.13492823,0.127272727,0.015789474,0.100478469,0.017703349,0.116267943,0.039712919,0.131270011,0.68036286,0.629019608,0.858668858,0.061281337,66,1077,344,105800.4914,0.4458,39730
0.091537702,0.022390517,0.015146526,0.056634837,0.245966414,0.128086928,0.129404017,0.036878499,0.049390846,0.041817583,0.140928548,0.004939085,0.103944125,0.676663928,0.734669095,0.956535433,0.032719836,48,1467,138,95491.05915,0.3896,36568
0.079939668,0.027903469,0.021116139,0.039969834,0.27224736,0.087481146,0.085972851,0.026395173,0.152337858,0.042232278,0.137254902,0,0.10267472,0.572044866,0.873303167,0.919556172,0.024691358,16,648,116,77441.53846,0.4054,33059
0.040265833,0.013291634,0.020719312,0.015637217,0.232994527,0.147771697,0.154417514,0.001954652,0.172400313,0.057075841,0.073103987,0.025801407,0.162119415,0.601028074,0.709868421,0.897229042,0.043801653,53,1210,293,101841.9066,0.438,46498
0.037593985,0.023630505,0.027568922,0.035445757,0.177228786,0.175080559,0.233798783,0.026852846,0.072681704,0.036161833,0.094880057,0.009667025,0.142291066,0.70389049,0.7604913,0.931931932,0.020069204,29,1445,204,123468.8786,0.5021,57215
0.053388868,0.065884135,0.037107156,0.05187429,0.225672094,0.108292314,0.138205225,0.003029156,0.134797425,0.032563423,0.075350246,0.025369178,0.076583211,0.773195876,0.762539683,0.925367905,0.044897959,55,1225,213,98351.03668,0.4228,38404
0.062381853,0.032136106,0.024102079,0.047731569,0.240548204,0.119565217,0.137523629,0.011342155,0.095935728,0.014177694,0.121455577,0.025519849,0.225136071,0.552696685,0.628469114,0.904273504,0.024597919,26,1057,224,101674.3934,0.4216,40935
0.072173216,0.05733761,0.025260626,0.094226143,0.245789896,0.142742582,0.131114675,0.006816359,0.060545309,0.011226945,0.113873296,0,0.023857663,0.838657501,0.640790743,0.926793014,0.016909621,29,1715,197,146996.2717,0.5105,60269
0.089129529,0.029987505,0.015826739,0.063306955,0.245939192,0.140566431,0.094752187,0.036859642,0.138900458,0.015618492,0.099125364,0,0.040312876,0.652226233,0.736623616,0.941753285,0.032771536,70,2136,297,127039.7179,0.4069,47351
0.104230533,0.002452483,0.042918455,0.017780503,0.27345187,0.204169221,0.149601471,0.019619865,0.064990803,0.01594114,0.057020233,0,0.118677043,0.662775616,0.71037182,0.901104972,0.038314176,40,1044,179,143456.0706,0.4701,56635
0.076196474,0.027707809,0.019521411,0.052267003,0.202770781,0.106423174,0.104534005,0.028337531,0.085012594,0.035264484,0.136649874,0.027707809,0.063579278,0.772370487,0.660569106,0.931378299,0.08492823,71,836,117,124053.3948,0.523,44194
0.047983515,0.043567854,0.027965852,0.072711216,0.235207536,0.148660583,0.123932882,0.032970268,0.075066235,0.03267589,0.121577863,0.020606417,0.081894821,0.691690084,0.771329077,0.96670461,0.005047319,8,1585,117,153285.3957,0.4254,55883
0.139801375,0.020626432,0.013750955,0.010695187,0.202444614,0.134453782,0.037433155,0.006875477,0.116883117,0.019098549,0.226126814,0,0.022151899,0.55907173,0.794339623,0.902136458,0.084532374,47,556,142,82423.73247,0.43,29562
0.103968939,0.023727351,0.039689387,0.019413287,0.190250216,0.118205349,0.028904228,0.01078516,0.190681622,0.014667817,0.18377912,0.00949094,0.038898863,0.505685218,0.701775148,0.947282387,0.179937952,174,967,129,74682.44085,0.4527,27245
0.078763709,0.048354935,0.030907278,0.029910269,0.260219342,0.14107677,0.041375872,0.027916251,0.101694915,0.011465603,0.169491525,0,0.023571429,0.624285714,0.751716247,0.921028466,0.100260417,77,768,172,84598.09802,0.4079,34304
0.099134823,0.009012257,0.029199712,0.046503244,0.281542898,0.073900505,0.054794521,0.018024513,0.13554434,0.04037491,0.155010815,0,0.171981369,0.322106772,0.579532814,0.854064039,0.133450395,152,1139,474,76800.38944,0.4909,34627
0.041960094,0.037558685,0.002934272,0.064553991,0.259976526,0.177230047,0.064847418,0.026701878,0.116197183,0.033744131,0.136443662,0.008802817,0.170767004,0.435311143,0.738696809,0.944567627,0.070613409,99,1402,200,79481.53578,0.4513,36766
0.055698814,0.029912326,0.033780299,0.035585353,0.293708097,0.129190304,0.079938112,0.021402785,0.092573491,0.056214544,0.137699845,0.002578649,0.079962663,0.503733665,0.644842495,0.915270238,0.054227405,93,1715,359,79954.58235,0.4189,32319
0.038368336,0.023021002,0.013327948,0.051292407,0.197495961,0.144991922,0.089660743,0.012520194,0.157512116,0.018174475,0.186187399,0.006058158,0.176646707,0.343562874,0.687363834,0.98566879,0.067699837,83,1226,36,93349.59091,0.5163,45453
0.082614943,0.028017241,0.012931034,0.041307471,0.256106322,0.139367816,0.121048851,0.02191092,0.103807471,0.019755747,0.08512931,0.02658046,0.093220339,0.643569292,0.706429125,0.94758339,0.068736142,93,1353,154,110678.0099,0.4134,37923
0.155043228,0.034005764,0.014985591,0.10778098,0.257060519,0.100288184,0.048414986,0.023631124,0.106628242,0.014985591,0.088184438,0.004610951,0.110644258,0.768907563,0.717668488,0.916534601,0.033402923,32,958,158,124696.6142,0.4115,45647
0.118469016,0.034325638,0,0.020352369,0.308930741,0.111482382,0.067436209,0.011846902,0.131530984,0.020959903,0.102065614,0,0.059871703,0.597291518,0.667064439,0.926540951,0.116883117,198,1694,261,82290.82638,0.4191,33264
0.069741282,0.060179978,0.012373453,0.042182227,0.228908886,0.104611924,0.077052868,0.008436445,0.132733408,0.015748031,0.099550056,0.028121485,0.230296827,0.419651996,0.664634146,0.916022669,0.035634744,32,898,163,71492.22074,0.3674,33770
0.058946115,0.04435844,0.016969336,0.045549271,0.307829711,0.138434058,0.076213159,0.021137243,0.085442096,0.011312891,0.141411134,0.015778506,0.198022681,0.516719977,0.660101294,0.924071527,0.060606061,106,1749,276,103576.9036,0.4162,43353
0.033388982,0.050083472,0.01836394,0.057595993,0.32721202,0.110183639,0.061769616,0.024207012,0.147746244,0.035893155,0.090984975,0.007512521,0.032820513,0.796923077,0.733590734,0.931570762,0.02407932,17,706,88,137155.9915,0.4395,53575
0.040216086,0.024009604,0.022809124,0.090036014,0.278511405,0.12364946,0.076830732,0.057022809,0.050420168,0.070228091,0.071428571,0.025810324,0.124586549,0.593715546,0.714948932,0.962449451,0,0,936,65,119542.9471,0.4195,55518
0.040181098,0.030560272,0.042444822,0.048670062,0.209394454,0.091680815,0.11827957,0.034521788,0.128466327,0.015846067,0.055461234,0.15393322,0.37789962,0.454660481,0.620593692,0.947453083,0.080599813,86,1067,98,115486.7119,0.4672,45209
0.071816151,0.053622726,0,0.013724864,0.267475263,0.152888605,0.093201404,0.025534631,0.087456112,0.007660389,0.045962336,0.071496968,0.094147583,0.714649218,0.623601221,0.907852796,0.036383682,66,1814,318,99632.9053,0.4075,36163
0.068643785,0.023325558,0.006664445,0.022325891,0.155948017,0.135288237,0.060646451,0.064978341,0.172942353,0.008997001,0.098300566,0.126291236,0.010210593,0.664326739,0.677233429,0.925377737,0.106333073,136,1279,242,76116.31206,0.3838,19597
0.098090278,0.053819444,0.015625,0.034722222,0.150173611,0.047743056,0.032986111,0.037326389,0.181423611,0.026909722,0.069444444,0.220486111,0.069005848,0.656140351,0.688057041,0.890262751,0.116129032,72,620,142,73858.9196,0.4386,23905
0.052631579,0.013784461,0,0.031328321,0.196741855,0.067669173,0.05764411,0.055137845,0.097744361,0.040100251,0.006265664,0.335839599,0.037924152,0.5249501,0.589353612,0.99377335,0.169336384,74,437,5,107340.4564,0.5281,29690
0.054763,0.03221353,0.077312471,0.065807639,0.256327658,0.163828808,0.068108606,0.023930051,0.040036815,0.013345605,0.17257248,0.007363092,0.164721141,0.373108517,0.658169177,0.953070175,0.05856833,54,922,107,69688.30228,0.4069,31114
0.02260184,0.0239159,0.006044678,0.034428384,0.188173456,0.045203679,0.120893561,0.053350854,0.122996058,0.039421813,0.096189225,0.208935611,0.033480176,0.489867841,0.727517986,0.895504825,0.119197708,208,1745,444,83293.61896,0.4769,21934
0.066846523,0.044964029,0.010491607,0.026978417,0.166067146,0.080635492,0.133693046,0.020383693,0.110611511,0.033573141,0.104316547,0.175059952,0.043956044,0.380315337,0.938442211,0.903575298,0.197975253,352,1778,356,68090.30485,0.4129,18246
0.043074324,0.043074324,0.022804054,0.048564189,0.171030405,0.16089527,0.056165541,0.012246622,0.148648649,0.011402027,0.187077703,0.008868243,0,0.571102227,0.759,0.95909275,0.023232323,23,990,101,95424.21473,0.41,35588
0.084729981,0.063314711,0.03538175,0.037243948,0.258845438,0.143389199,0.106145251,0.011173184,0.077281192,0.022346369,0.137802607,0.004655493,0.038071066,0.794416244,0.720447284,0.924268503,0.019748654,11,557,88,130794.1953,0.3886,45754
0,0.027233636,0.010511228,0.001911132,0.597706641,0.052078356,0.024366937,0,0.112756808,0,0.143812709,0.006688963,0.105590062,0.380952381,0.836956522,0.90060241,0.175084175,52,297,231,79888.19444,0.5297,5529
0.038825286,0.039820806,0.028870085,0.031856645,0.302638128,0.166251867,0.066202091,0.013937282,0.102040816,0.021901444,0.146839223,0.009457442,0.067391304,0.583333333,0.744099379,0.937908497,0.014066496,11,782,133,92576.37918,0.3935,32830
0.022518766,0.096747289,0.009174312,0.035029191,0.174311927,0.074228524,0.06088407,0.039199333,0.122602168,0.049207673,0.088407006,0.211843203,0.162068966,0.425,0.614604462,0.896113602,0.155653451,106,681,139,62098.14815,0.4284,23246
0.047741935,0.03483871,0.010322581,0,0.16516129,0.020645161,0.126451613,0.010322581,0.051612903,0.081290323,0.117419355,0.278709677,0.243266725,0.507384883,0.383561644,0.848849945,0.056634304,35,618,138,58791.96326,0.3845,22976
0.071581197,0.060897436,0.03792735,0.074786325,0.200320513,0.063568376,0.03525641,0.007478632,0.065705128,0.020299145,0.291132479,0.016559829,0.541980474,0.335285914,0.640599002,0.906098742,0.064622125,59,913,194,86500.1827,0.4681,38581
0.033619456,0.042918455,0.017167382,0.042203147,0.139484979,0.076537911,0.036480687,0.01788269,0.118741059,0.027896996,0.376251788,0.028612303,0.445451114,0.286145715,0.562005277,0.849331713,0.17348378,123,709,248,53001.36147,0.4566,23720
0.069977427,0.131677953,0.006772009,0.024078254,0.236267871,0.101580135,0.028592927,0,0.089541008,0.039879609,0.200902935,0.032355154,0.492729306,0.475950783,0.690951821,0.896761134,0.01800554,13,722,153,102029.989,0.3376,39278
0.048489666,0.032591415,0.014308426,0.064387917,0.26073132,0.069952305,0.02782194,0,0.07154213,0.086645469,0.182034976,0.0063593,0.541335824,0.319009809,0.734992679,0.805377721,0.06187291,37,598,304,77021.79226,0.4274,32064
0.06962963,0.064444444,0.005185185,0.102962963,0.166666667,0.099259259,0.075555556,0,0.088148148,0.080740741,0.162962963,0.02,0.554823529,0.340235294,0.865836791,0.872656755,0.007331378,5,682,197,83515.75053,0.3651,30883
0.056696429,0.1,0.042410714,0.060267857,0.158035714,0.130803571,0.104910714,0.007589286,0.152232143,0.044642857,0.077678571,0,0.134831461,0.707865169,0.790343915,0.928305015,0.038157895,58,1520,173,93004.65368,0.3277,33223
0.064034152,0.053717538,0.022411953,0.046246887,0.223052295,0.055496265,0.177872643,0.008893632,0.11846318,0.040554963,0.078619708,0.028103878,0.185970636,0.681566069,0.727620871,0.882851759,0.034994698,66,1886,373,76331.58317,0.4021,30017
0.161414297,0.079938509,0.04688701,0.060722521,0.159108378,0.128362798,0.038431975,0.039969254,0.135280553,0.036126057,0.028439662,0.022290546,0.350546177,0.540714995,0.678604224,0.897860594,0.042440318,32,754,148,65848.3945,0.4069,29071
0.041820007,0.066912011,0.035463366,0.12345266,0.18869187,0.118768819,0.109401138,0.017397123,0.133489461,0.086651054,0.06122449,0,0.017527238,0.880625296,0.802582033,0.90906326,0,0,1831,299,139572.2276,0.3446,46340
0.054223969,0.080157171,0.037721022,0.14459725,0.17367387,0.159528487,0.096267191,0.016502947,0.123772102,0.031041257,0.058546169,0.002750491,0.041801948,0.713474026,0.744027304,0.887068665,0.094150418,169,1795,324,124550.1906,0.4783,46893
0.040488923,0.094728801,0.028647823,0.08670741,0.174942704,0.140183346,0.077158136,0.051948052,0.088617265,0.035141329,0.07868602,0.012605042,0.060267857,0.841517857,0.738992042,0.912513071,0,0,1549,251,149547.791,0.4088,56840
0.051651143,0.099915326,0.027519052,0.083827265,0.16003387,0.132514818,0.086790855,0.028789162,0.16299746,0.069009314,0.058848434,0,0.068434032,0.879778052,0.848633497,0.948213569,0,0,1364,129,151558.5705,0.3733,47914
0.026410027,0.104297225,0.014324082,0.076544315,0.187555953,0.235899731,0.142345568,0.037600716,0.071172784,0.044762757,0.047448523,0.003133393,0.030418251,0.890277023,0.816351434,0.905553304,0.008480104,13,1533,233,169796.9748,0.4073,58057
0.081781915,0.088098404,0.027260638,0.090093085,0.215425532,0.14893617,0.040558511,0.008976064,0.157579787,0.05518617,0.039893617,0,0.098539012,0.61796705,0.652414487,0.895238095,0.056371388,119,2111,352,100498.6552,0.4593,40356
0.126091512,0.077191757,0.049249039,0.08452672,0.151938526,0.168354873,0.081383165,0.013971359,0.087670276,0.027942717,0.061473978,0.004540692,0.021703522,0.823095823,0.736318408,0.890236318,0.08408728,158,1879,353,104495.3537,0.4291,38932
0.0486618,0.066666667,0.060340633,0.072506083,0.169829684,0.109975669,0.049148418,0.044768856,0.141605839,0.037956204,0.093430657,0.022871046,0.005633803,0.778169014,0.795475113,0.891927083,0.035055351,38,1084,249,107271.6006,0.3318,37610
0.056905371,0.149936061,0.031329923,0.134590793,0.187340153,0.115089514,0.104859335,0.011189258,0.101023018,0.00415601,0.064578005,0,0.047346939,0.767346939,0.809574468,0.891422058,0.022601985,41,1814,381,110495.1585,0.3969,38100
0.076190476,0.056277056,0.011255411,0.139393939,0.18961039,0.097835498,0.114285714,0.027705628,0.113419913,0.013852814,0.117748918,0.004329004,0.100507614,0.701522843,0.700434153,0.9375,0.05015674,32,638,77,87588.93905,0.3777,32005
0.052313883,0.028839705,0.028169014,0.036217304,0.193158954,0.116700201,0.043594903,0.016096579,0.215962441,0.042924212,0.173038229,0.008718981,0.089879689,0.464968153,0.767123288,0.835294118,0.17369727,140,806,294,67628.5381,0.4544,27338
0.029498525,0.072271386,0,0.056047198,0.31120944,0.182890855,0.089233038,0,0.130530973,0.016961652,0.065634218,0,0.018897638,0.821259843,0.670182167,0.864244742,0.055961071,46,822,213,102025.1204,0.4429,43969
0.102219928,0.084667011,0.020134228,0.061435209,0.221992772,0.132679401,0.088280847,0.030975736,0.122354156,0.019617966,0.080536913,0.00464636,0.091004184,0.765167364,0.696514012,0.883667883,0.060326473,85,1409,255,115014.7296,0.4643,41723
0.087468461,0.045416316,0.018502944,0.063078217,0.206055509,0.102607233,0.087468461,0.028174937,0.155592935,0.035323802,0.111017662,0.020605551,0.057621577,0.616264814,0.563660477,0.915319477,0.12174525,173,1421,220,63899.08933,0.4576,26527
0.126686983,0.020896822,0.040052242,0.065737919,0.237265999,0.115803222,0.031780583,0,0.119721376,0.015672616,0.08576404,0.053983457,0.146099876,0.503508048,0.678688525,0.858370703,0.099141296,127,1281,379,67068.48719,0.4514,27198
0.089770355,0.091336117,0.009916493,0.066805846,0.234864301,0.113778706,0.038622129,0.024008351,0.075156576,0.046450939,0.138308977,0,0.089774364,0.57225156,0.762583893,0.900799248,0.064922481,67,1032,211,86400.15823,0.5484,35346
0.053149606,0.082020997,0.011811024,0.038713911,0.206692913,0.156167979,0.040026247,0.00656168,0.150262467,0.077427822,0.087270341,0.061023622,0.114920635,0.659047619,0.743737958,0.839669421,0.07628866,74,970,291,87497.84792,0.417,34323
0.094537815,0.070903361,0.019432773,0.039915966,0.284138655,0.087710084,0.044117647,0,0.130777311,0.073004202,0.089285714,0.025735294,0.162899787,0.614498934,0.695350451,0.894316581,0.187250996,235,1255,225,52626.18441,0.4494,22171
0.169850284,0.045947341,0,0.009808983,0.254517295,0.163138875,0.063500258,0.029943211,0.106866288,0.051109964,0.041817243,0.010841507,0.284083496,0.6037182,0.693679092,0.825660699,0.138620245,215,1551,409,68702.68793,0.4628,29244
0.130122951,0.069672131,0.013319672,0.028688525,0.164959016,0.107581967,0.101434426,0.008196721,0.212090164,0.016393443,0.088114754,0.016393443,0.098753595,0.813998082,0.736160188,0.794788274,0.048888889,33,675,252,81011.91489,0.3996,33304
0.138888889,0.039272031,0,0.084291188,0.268199234,0.106321839,0.058429119,0.004789272,0.130268199,0.019157088,0.097701149,0.028735632,0.301805675,0.587274291,0.67057101,0.950819672,0.0155521,10,643,54,85758.00493,0.3544,30477
0.116994022,0.055081127,0.003415884,0.056362084,0.324081981,0.066609735,0.076857387,0.011528608,0.089239966,0.030315969,0.0794193,0.014517506,0.237268955,0.685778951,0.715621562,0.909161491,0.060216509,89,1478,234,96990.1088,0.4265,36298
0.102503912,0.110328638,0.016823161,0.125586854,0.161971831,0.097026604,0.048122066,0.039906103,0.134976526,0.048513302,0.046948357,0.011737089,0.083608361,0.616428309,0.55205235,0.83257329,0.09703504,144,1484,514,62716.44658,0.4576,25274
0.089671737,0.050440352,0.008006405,0.07846277,0.254603683,0.079263411,0.067253803,0,0.178542834,0.041633307,0.10888711,0.010408327,0.023316062,0.74611399,0.740740741,0.906386067,0.049095607,38,774,129,81820.60124,0.3793,33183
0.112920168,0.046218487,0.016806723,0.027836134,0.217436975,0.161239496,0.18592437,0.006827731,0.12289916,0.039915966,0.037815126,0,0.084386282,0.730595668,0.551575046,0.850759607,0.096568236,121,1253,334,77205.12568,0.4853,30195
0.05637358,0.032814472,0.015565839,0.014724443,0.083298275,0.052166597,0,0,0.043752629,0.010096761,0.637358014,0.021034918,0.571215733,0.064958284,0.76146789,0.936195353,0.10955414,86,785,162,49664.14177,0.418,19139
0.011599297,0.128998243,0,0.14973638,0.142003515,0.126186292,0.137082601,0.007029877,0.127240773,0.046045694,0.067838313,0,0,0.783035714,0.849486887,0.943615257,0.114652956,223,1945,170,135078.3929,0.3955,42006
0.14640884,0.019337017,0,0.035220994,0.112569061,0.06698895,0.083563536,0.03038674,0.178867403,0.010359116,0.285220994,0.012430939,0.495948827,0.172707889,0.543209877,0.868105516,0.162121212,107,660,220,42939.67851,0.4201,19415
0.035714286,0.019623234,0.009419152,0.05533752,0.125981162,0.06711146,0.040031397,0.008241758,0.120094192,0.037284144,0.437990581,0.017660911,0.422567836,0.241230973,0.717421125,0.877108434,0.152298851,159,1044,357,60634.44126,0.4322,22047
0.03062201,0.082296651,0,0.029665072,0.197129187,0.007655502,0.064114833,0.020095694,0.221052632,0.098564593,0.232535885,0.005741627,0.455275229,0.247133028,0.675174014,0.814497272,0.101593625,51,502,238,47910.10526,0.386,20879
0.033697632,0.071493625,0.00273224,0.128415301,0.247723133,0.137522769,0.037340619,0.035063752,0.168943534,0.040983607,0.080601093,0,0.089561856,0.767396907,0.730478589,0.914618909,0.0069869,8,1145,205,109244.3029,0.3855,37135
0.056521739,0.043478261,0.03115942,0.092753623,0.218115942,0.160869565,0.082608696,0.016666667,0.143478261,0.010144928,0.082608696,0,0.033039648,0.90969163,0.866828087,0.954356846,0.005326232,4,751,66,167510.5923,0.3172,50811
0.090666667,0,0.010666667,0,0.208,0.122666667,0.021333333,0,0.149333333,0.026666667,0.312,0.04,0.888252149,0.066618911,0.688172043,0.878220141,0,0,172,52,63223.07692,0.4985,30359
0.015873016,0.078689632,0.006079027,0.057075312,0.229314421,0.100641675,0.046268153,0.036474164,0.08848362,0.027017899,0.188449848,0.058763931,0.013636364,0.400413223,0.563467492,0.888655462,0.160377358,272,1696,371,52008.71387,0.4477,18242
0.045422285,0.081618169,0.007097232,0.079488999,0.153300213,0.059616749,0.128459901,0.007806955,0.161107168,0.046132009,0.125621008,0.066713982,0.052280882,0.332649923,0.704160247,0.807912844,0.234817814,232,988,335,42369.60519,0.4169,19403
0.024979855,0.039484287,0,0.043513296,0.224818695,0.081385979,0.078968574,0.004834811,0.237711523,0.070104754,0.066881547,0.089443997,0.057784912,0.272070626,0.657817109,0.807417046,0.32038835,264,824,296,36609.11414,0.401,13724
0.173658537,0.04097561,0.005853659,0.004878049,0.19804878,0.061463415,0.070243902,0.020487805,0.163902439,0.073170732,0.054634146,0.016585366,0.095578674,0.296488947,0.532894737,0.754786451,0.345738295,288,833,333,34620.9202,0.4025,13339
0.076446281,0.047520661,0.011363636,0.048553719,0.310950413,0.054752066,0.050619835,0.059917355,0.158057851,0.061983471,0.021694215,0.030991736,0.060521415,0.505586592,0.7053407,0.824531516,0.079159935,49,619,206,73743.40932,0.4667,32004
0.138913234,0.021472393,0,0.039000876,0.185363716,0.072743208,0.051270815,0.01051709,0.132778265,0.034618755,0.092462752,0.198948291,0.104911779,0.320457797,0.644345238,0.795953959,0.246657754,369,1496,585,46451.83804,0.3911,13288
0.110294118,0.063419118,0.043658088,0.012867647,0.25,0.074908088,0.083639706,0.012408088,0.150735294,0.015625,0.119944853,0.041819853,0.012462908,0.668249258,0.684724689,0.909318847,0.0859375,99,1152,217,76324.09856,0.3797,26006
0.065359477,0.103980986,0.023767083,0.029114676,0.228163993,0.168152109,0.033868093,0.01010101,0.092097445,0.055852644,0.071895425,0.08496732,0.052119527,0.65114663,0.724653148,0.862634546,0.084931507,93,1095,268,86033.35777,0.3922,28201
0.053571429,0.171428571,0.005357143,0.023214286,0.279166667,0.133928571,0.05297619,0.013095238,0.117857143,0.07202381,0.041666667,0.019047619,0.047358834,0.772313297,0.933962264,0.894092602,0.053318825,49,919,199,85981.73996,0.3082,23864
0.052589957,0.035191775,0.002767892,0.059311981,0.226967181,0.082245947,0.078291815,0.015816528,0.11585607,0.060498221,0.155792803,0.064847766,0.049899194,0.423891129,0.678953627,0.828094303,0.190834473,279,1462,525,67281.96286,0.47,21910
0.083577713,0.101173021,0.008797654,0.094819159,0.248289345,0.065004888,0.04740958,0.034701857,0.083088954,0.05083089,0.116324536,0.039589443,0.029767911,0.75025227,0.565568258,0.916666667,0.061461794,74,1204,186,101143.5257,0.5092,40016
0.118553248,0.038178165,0.010716678,0.034159411,0.170797053,0.038847957,0.065639652,0.046885466,0.144005358,0.058941728,0.07367716,0.139986604,0.057454545,0.615272727,0.602836879,0.925604464,0.196923077,192,975,120,56484.64506,0.5048,18562
0.0543379,0.038812785,0.002283105,0.021917808,0.183561644,0.082648402,0.077625571,0.042009132,0.173515982,0.085844749,0.053424658,0.143378995,0.111351351,0.571891892,0.787334594,0.834603659,0.149442379,201,1345,434,66580.10949,0.4698,19420
0.116995074,0.019704433,0.012931034,0.055418719,0.248152709,0.054187192,0.089285714,0.017857143,0.085591133,0.045566502,0.070197044,0.118842365,0.057183703,0.663330951,0.787715517,0.89476584,0.056367432,54,958,191,85346.01971,0.4041,30764
0.054252199,0.064516129,0.002932551,0.042521994,0.186217009,0.011730205,0.065982405,0.007331378,0.096774194,0.108504399,0.016129032,0.328445748,0.040875912,0.472992701,0.614197531,0.890339426,0.182017544,83,456,84,62650.0761,0.4562,24213
0.110012361,0.032138443,0,0.024721879,0.191594561,0.069221261,0.055624227,0.012360939,0.076637824,0.050679852,0.069221261,0.288009889,0.14795383,0.471143757,0.605790646,0.875541126,0.139931741,82,586,115,73110.22167,0.4872,25333
0.073409462,0.053017945,0.004078303,0.037520392,0.224306688,0.063621533,0.052202284,0.035073409,0.10766721,0.067699837,0.046492659,0.197389886,0.08863026,0.613249776,0.532846715,0.923192771,0.094285714,66,700,102,85433.30059,0.4762,32207
0.105442177,0.024187453,0.007936508,0.021164021,0.196523054,0.051020408,0.07898715,0.015873016,0.199168556,0.072184429,0.099017385,0.082010582,0.073876279,0.70894526,0.717514124,0.875579087,0.132422803,223,1684,376,69810.76406,0.3761,21196
0.116993464,0.079411765,0.013398693,0.067973856,0.235620915,0.037908497,0.091503268,0.014705882,0.15,0.037581699,0.06372549,0.039542484,0.04399093,0.814965986,0.723427935,0.946782178,0.044213974,81,1832,172,92968.59583,0.3665,29410
