Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment
occupation_construction_rate,occupation_public_rate,occupation_information_rate,occupation_finance_rate,occupation_education_rate,occupation_administrative_rate,occupation_manufacturing_rate,occupation_wholesale_rate,occupation_retail_rate,occupation_transportation_rate,occupation_arts_rate,occupation_agriculture_rate,occupancy_vacant_rate,occupancy_owner_rate,mortgage_with_rate,employ_rate,poverty_family_below_poverty_level_rate,poverty_family_below_poverty_level,poverty_family_count,unemployed,average_household_income,gini_index,per_capita_income
0.020319303,0.037735849,0.010885341,0.020319303,0.228592163,0.071843251,0.233671988,0.006531205,0.13425254,0.02467344,0.156023222,0.01233672,0.108376716,0.347373403,0.483651226,0.810111699,0.311722913,351,1126,323,29523.61996,0.4445,13217
0.126903553,0.012921089,0.007844947,0.019843101,0.182279649,0.074296262,0.160590678,0.023534841,0.163359483,0.07475773,0.050761421,0.028610983,0.19352518,0.71618705,0.445504771,0.942993908,0.128385699,237,1846,131,49088.35861,0.411,19245
0.053003534,0.029278142,0,0.076728925,0.224129228,0.041393236,0.115093387,0.056032307,0.159515396,0.019687027,0.135285209,0.008581524,0.045040946,0.775250227,0.552230047,0.909967846,0.112772586,181,1605,196,48825.3454,0.4059,20658
0.120044053,0.085903084,0.009361233,0.085352423,0.220264317,0.037444934,0.122797357,0.024779736,0.099118943,0.08314978,0.039096916,0.035242291,0.138073394,0.661926606,0.577269577,0.935600206,0.159053834,195,1226,125,52073.49654,0.4579,21564
0.073193473,0.007459207,0.003263403,0.05967366,0.354312354,0.064568765,0.162470862,0.013986014,0.081818182,0.036363636,0.042890443,0.027039627,0.055083655,0.738996139,0.637060258,0.91160221,0.133901193,393,2935,416,58561.72705,0.4196,21080
0.064966443,0.061744966,0.003221477,0.047785235,0.328590604,0.099865772,0.126711409,0.014228188,0.107651007,0.059865772,0.040536913,0.003489933,0.079189687,0.729588705,0.798064788,0.937342728,0.113520408,267,2352,249,73051.9,0.4629,26163
0.03916309,0.057939914,0.010193133,0.085300429,0.238197425,0.076716738,0.177038627,0.061158798,0.118562232,0.072961373,0.034871245,0,0.08495671,0.728354978,0.598811293,0.937625755,0.067345341,86,1277,124,76787.58131,0.5095,29344
0.021798365,0.071934605,0.01253406,0.028337875,0.161307902,0.095367847,0.178201635,0.007629428,0.165667575,0.100817439,0.076294278,0.022343324,0.131067961,0.346817691,0.510108865,0.869668246,0.201075269,187,930,275,42013.40782,0.3669,17442
0,0.015254237,0,0.011864407,0.269491525,0.093220339,0.184745763,0.008474576,0.113559322,0.045762712,0.123728814,0,0.095642933,0.306057386,0.288194444,0.881913303,0.510548523,242,474,79,21955.58167,0.4409,9807
0.035824583,0.128474367,0,0.070413836,0.197035207,0.059295862,0.090796788,0.009882644,0.206917851,0.063001853,0.070413836,0.003705991,0.202286282,0.401590457,0.516089109,0.907511211,0.128820961,118,916,165,48988.47352,0.4856,21963
0.065648855,0.052671756,0.012468193,0.011195929,0.253689567,0.083715013,0.16692112,0.038931298,0.145038168,0.023155216,0.053180662,0.031552163,0.085835694,0.790084986,0.583721764,0.911410019,0.109175871,257,2354,382,67273.62876,0.4165,26253
0.104827586,0.074482759,0.027586207,0,0.129655172,0.067586207,0.082758621,0.04137931,0.193103448,0.035862069,0.16137931,0.011034483,0.170957775,0.363542739,0.354107649,0.843023256,0.305447471,157,514,135,32504.09938,0.4275,12535
0.065276519,0.036566939,0.007857359,0.025989725,0.266545784,0.034753702,0.142036869,0.026291931,0.161680266,0.099123602,0.045935328,0.042006649,0.122291481,0.727218759,0.39755102,0.901634877,0.116877045,250,2139,361,53082.17788,0.4005,20663
0.041467305,0.087719298,0.020733652,0.070972887,0.151515152,0.127591707,0.118819777,0.058213716,0.119617225,0.025518341,0.155502392,0.007177033,0.170391061,0.367318436,0.420152091,0.900862069,0.158892128,109,686,138,44434.51178,0.4352,18093
0.076363636,0.032727273,0.035151515,0.061818182,0.173333333,0.090909091,0.055757576,0.046060606,0.196363636,0.065454545,0.075151515,0,0.155172414,0.522413793,0.356435644,0.773921201,0.395547945,231,584,241,32990.91837,0.4331,13969
0.106094808,0.040632054,0,0,0.216704289,0.033860045,0.148984199,0.033860045,0.110609481,0.051918736,0.009029345,0.126410835,0.246414602,0.449804433,0.310144928,0.887775551,0.139751553,45,322,56,34110.72664,0.5001,14717
0.073878628,0.042216359,0,0.029023747,0.1882146,0.019349164,0.126649077,0.023746702,0.151275286,0.087950748,0.020228672,0.129287599,0.053571429,0.709586466,0.597350993,0.935802469,0.073697586,58,787,78,52532.07547,0.3921,19576
0.077389985,0.02276176,0,0.015174507,0.226100152,0.040971168,0.160849772,0.010622155,0.1107739,0.050075873,0.031866464,0.204855842,0.205619413,0.62835249,0.420731707,0.960641399,0.040909091,18,440,27,51038.42444,0.4059,22706
0.07314578,0.127365729,0.002557545,0.078772379,0.248081841,0.036828645,0.051662404,0.020971867,0.147314578,0.044501279,0.059846547,0.075191816,0.061935484,0.649032258,0.644135189,0.959273798,0.070460705,78,1107,83,78864.85557,0.4237,28768
0.066618911,0.060888252,0.018624642,0.052292264,0.235673352,0.058022923,0.142550143,0.020773639,0.10530086,0.10530086,0.049426934,0.063753582,0.090671885,0.712328767,0.453296703,0.923280423,0.236004391,215,911,116,42218.65136,0.4154,18063
0.04516129,0.045806452,0,0.032903226,0.298709677,0.064516129,0.090322581,0.04,0.223225806,0.060645161,0.07483871,0.003225806,0.143054278,0.338546458,0.558423913,0.831099196,0.294830372,365,1238,315,31441.7606,0.4276,12990
0.125485123,0.043984476,0,0.034928849,0.236739974,0.071151358,0.119016818,0.021992238,0.078913325,0.142302717,0.009055627,0.038809832,0.061050061,0.742368742,0.324013158,0.922434368,0.094949495,47,495,65,75618.07542,0.5751,33749
0.045009785,0.040117417,0,0.077299413,0.193737769,0.031311155,0.236790607,0.046966732,0.087084149,0.082191781,0.096868885,0.049902153,0.253958587,0.451278928,0.534412955,0.906028369,0.32083958,214,667,106,39011.42857,0.5226,17759
0.030692363,0.051391863,0.006423983,0.037116345,0.189150607,0.057815846,0.155603141,0.003568879,0.205567452,0.10206995,0.054960742,0.074946467,0.107742285,0.657823498,0.512757202,0.934,0.18762475,188,1002,99,41089.74515,0.4496,20113
0.066621803,0.062584118,0.01345895,0.063257066,0.176312248,0.039030956,0.195827725,0.009421265,0.1487214,0.080080754,0.046433378,0.066621803,0.135193133,0.463519313,0.586805556,0.897342995,0.258711721,245,947,170,49030.83127,0.4885,22001
0.043189369,0.056478405,0.003322259,0.004429679,0.132890365,0.054263566,0.208194906,0.042081949,0.07751938,0.095238095,0.017718715,0.222591362,0.232130219,0.624203822,0.297052154,0.960638298,0.212903226,165,775,37,37481.38249,0.4021,8714
0.054982818,0.024054983,0,0.018327606,0.285223368,0.080183276,0.221076747,0.017182131,0.058419244,0.04696449,0.026345934,0.127147766,0.181725888,0.686294416,0.409763314,0.92971246,0.122203098,71,581,66,49708.06452,0.3911,19432
0.031591738,0.012150668,0.004860267,0.02308627,0.266099635,0.075334143,0.255164034,0.009720535,0.05346294,0.075334143,0.027946537,0.138517618,0.23652968,0.634703196,0.345323741,0.88304721,0.095959596,57,594,109,48003.11005,0.4503,20888
0.064935065,0.006875477,0.024446142,0.005347594,0.184110008,0.045072574,0.145912911,0.035905271,0.127578304,0.057295646,0.076394194,0.124522536,0.168982768,0.515842135,0.389008621,0.949238579,0.174973489,165,943,70,38396.7893,0.4496,18469
0.030837004,0.058737151,0.030837004,0.005873715,0.173274596,0.041116006,0.230543319,0.017621145,0.162995595,0.042584435,0.073421439,0.044052863,0.152791381,0.631733595,0.415503876,0.884415584,0.209386282,116,554,89,50953.98844,0.5114,20600
0.062089552,0.035223881,0.005373134,0.029253731,0.251940299,0.037014925,0.20238806,0.022089552,0.16,0.082985075,0.046567164,0.026865672,0.147540984,0.633879781,0.495297806,0.878803778,0.204784689,214,1045,231,39777.7972,0.4179,18053
0.071583514,0.029284165,0.001084599,0.009761388,0.189804772,0.035791757,0.175704989,0.020607375,0.234273319,0.059652928,0.041214751,0.09978308,0.211827008,0.563106796,0.376175549,0.907480315,0.120274914,70,582,94,43082.97872,0.4085,18924
0.129251701,0.02585034,0.003401361,0.026530612,0.271428571,0.043537415,0.093877551,0.013605442,0.054421769,0.055782313,0.101360544,0.144217687,0.274140367,0.62223269,0.322482967,0.933333333,0.120040692,118,983,105,47205.45101,0.4928,18708
0.062816189,0.035834739,0,0.016863406,0.312394604,0.048060708,0.086424958,0.058600337,0.107925801,0.035413153,0.123946037,0.068296796,0.205059203,0.563240043,0.451505017,0.92692458,0.184029614,348,1891,187,41192.99255,0.4619,18150
0.058715596,0.005504587,0.000611621,0.017737003,0.28440367,0.025688073,0.189602446,0.017125382,0.102140673,0.044036697,0.056880734,0.155963303,0.227777778,0.589351852,0.44069128,0.925821065,0.19627907,211,1075,131,45284.83213,0.5187,19870
0.077560241,0.017319277,0.015813253,0.012801205,0.399096386,0.024096386,0.131777108,0,0.078313253,0.036144578,0.085090361,0.044427711,0.034751348,0.483523068,0.522924411,0.975036711,0.099526066,84,844,34,36429.67101,0.4157,16824
0.060318828,0.04566997,0.000430849,0.051701853,0.285221887,0.000861698,0.177509694,0.026281775,0.093494184,0.138733305,0.030590263,0.060749677,0.191803279,0.701311475,0.494623656,0.964671654,0.13129771,258,1965,85,51222.43408,0.4163,20097
0.075392039,0.043425814,0,0.03920386,0.199034982,0.020506634,0.232810615,0.023522316,0.108564536,0.039806996,0.096501809,0.107961399,0.181130172,0.660948537,0.408396947,0.936194241,0.112794613,134,1188,113,46089.95687,0.4375,17831
0.096525097,0.021879022,0.001287001,0.033462033,0.22007722,0.046332046,0.200772201,0.006435006,0.131917632,0.072715573,0.023166023,0.063063063,0.180919139,0.672484002,0.523356401,0.898265896,0.11627907,120,1032,176,56073.01136,0.4608,22522
0.052777778,0.075694444,0.020833333,0.014583333,0.310416667,0.072916667,0.197222222,0.022222222,0.120833333,0.022916667,0.046527778,0.022916667,0.176044568,0.575487465,0.500484027,0.924855491,0.168122271,154,916,117,41800.94659,0.4382,17967
0.080588648,0.052557814,0.0168185,0.05816398,0.33847232,0.042046251,0.120532586,0.00840925,0.116327961,0.030833917,0.014716188,0.076384022,0.147540984,0.662295082,0.464356436,0.957075788,0.055126792,50,907,64,61845.69231,0.4699,26149
0.066919192,0.059343434,0.037247475,0.03030303,0.303661616,0.029671717,0.154040404,0.027777778,0.125631313,0.030934343,0.051136364,0.015151515,0.102484472,0.467908903,0.512168142,0.905660377,0.278404163,321,1153,165,41971.45329,0.4682,17340
0.020853081,0.108056872,0.039810427,0.036966825,0.289099526,0.033175355,0.170616114,0.036018957,0.050236967,0.072985782,0.023696682,0.100473934,0.097457627,0.78220339,0.423618635,0.887300252,0.109693878,86,784,134,52998.21596,0.4739,19991
0.154198473,0.035114504,0.034351145,0.039694656,0.220610687,0.06259542,0.100763359,0.045801527,0.072519084,0.090839695,0.026717557,0.105343511,0.157955865,0.681765389,0.447189097,0.893587995,0.141993958,141,993,156,52163.93103,0.4482,21877
0.11952381,0.043809524,0.023809524,0.047142857,0.22952381,0.03952381,0.130952381,0.042857143,0.115238095,0.058095238,0.03,0.098571429,0.107571369,0.741001241,0.45561139,0.957592339,0.077407174,123,1589,93,54863.60686,0.429,23001
0.036887317,0.060131379,0.023749368,0.16371905,0.233956544,0.043961597,0.089439111,0.014653866,0.14249621,0.026781203,0.113693785,0.0353714,0.11985192,0.540027765,0.542416452,0.894261184,0.260646109,355,1362,234,56576.97161,0.5266,21078
0.068119891,0.057220708,0.017711172,0.088555858,0.282016349,0.136239782,0.0626703,0.01226158,0.073569482,0.047683924,0.066757493,0.039509537,0.187558907,0.493873704,0.622137405,0.888619855,0.285988484,149,521,92,46294.19954,0.4869,19015
0.085106383,0.055646481,0.006546645,0.031096563,0.203764321,0.041734861,0.221767594,0.027823241,0.062193126,0.063829787,0.049099836,0.085106383,0.143613001,0.610733182,0.589108911,0.918796992,0.131081081,97,740,108,54840.42365,0.4862,23529
0.084287201,0.017689906,0.017689906,0.028095734,0.147762747,0.058272633,0.178980229,0.04578564,0.120707596,0.096774194,0.066597294,0.065556712,0.175792507,0.610951009,0.465408805,0.949604743,0.143327842,87,607,51,51601.74825,0.3815,22092
0.081909252,0.013553329,0.008249853,0.038892163,0.202121391,0.048320566,0.147318798,0.003535651,0.15321155,0.129051267,0.107248085,0.04537419,0.267037552,0.600370885,0.370656371,0.952300786,0.11305872,129,1141,85,48537.1284,0.4239,19069
0.087524494,0.023514043,0.020901372,0.037230568,0.274983671,0.033311561,0.102547355,0.026126715,0.105160026,0.087524494,0.058785108,0.091443501,0.31443299,0.591990484,0.365706631,0.959273183,0.163133641,177,1085,65,38764.14112,0.4381,16992
0.13804046,0.013486712,0.018246727,0.022610075,0.099166997,0.024196747,0.435541452,0.014280048,0.053946846,0.039270131,0.051170171,0.034510115,0.076505429,0.601678184,0.544708778,0.916061047,0.221014493,305,1380,231,42952.32496,0.3995,13877
0.103828306,0.046983759,0.003480278,0.03712297,0.234338747,0.032482599,0.247099768,0.022041763,0.11136891,0.062645012,0.015081206,0.056844548,0.087507196,0.694876223,0.483844242,0.921432389,0.06918239,77,1113,147,49714.25868,0.36,20091
0.117847993,0.059777968,0,0.006831768,0.144321093,0.064901793,0.222886422,0.017079419,0.145175064,0.032450897,0.025619129,0.107600342,0.126250962,0.640492687,0.425480769,0.878469617,0.138211382,102,738,162,50554.44934,0.433,21483
0.044393853,0.064314172,0,0.020489471,0.200910643,0.06659078,0.235059761,0.014797951,0.114399545,0.042117245,0.073989755,0.079112123,0.182819383,0.630506608,0.461135371,0.899181167,0.263978002,288,1091,197,44021.42857,0.4398,17184
0.097446587,0.024491923,0.015633142,0.016675352,0.198540907,0.042209484,0.192808755,0.011464304,0.092235539,0.119332986,0.105784263,0.035956227,0.086580087,0.790584416,0.590691307,0.901785714,0.079861111,92,1152,209,56494.25355,0.3932,23809
0.031979533,0.020786697,0.02398465,0.032619124,0.20818676,0.093060441,0.226095299,0.020786697,0.14518708,0.040933802,0.09178126,0.004477135,0.191189691,0.335630806,0.483928571,0.913526147,0.190927556,282,1477,296,37652.42682,0.3942,15871
0.041394336,0.004901961,0.008714597,0.038126362,0.369281046,0.046296296,0.021786492,0.020152505,0.210239651,0.031590414,0.158496732,0.005991285,0.119904077,0.243005596,0.5,0.869729986,0.285024155,177,621,275,44843.41508,0.5333,11990
0.054803789,0.033491204,0.02300406,0.087956698,0.291948579,0.070365359,0.142760487,0.0135318,0.093031123,0.036197564,0.067997294,0.007780785,0.052911814,0.498169717,0.603874415,0.893591294,0.219058687,377,1721,352,47093.28883,0.4491,20159
0.093163944,0.018753781,0.013914096,0.012704174,0.209921355,0.057471264,0.189352692,0.016333938,0.077434967,0.065335753,0.065940714,0.093163944,0.204533474,0.667896679,0.414364641,0.923979877,0.104627767,104,994,136,44404.44003,0.3861,18262
0.062889518,0.026062323,0.03796034,0.034560907,0.284985836,0.055524079,0.139943343,0.00509915,0.096883853,0.090084986,0.068555241,0.046458924,0.137382075,0.560141509,0.555789474,0.94943518,0.077586207,81,1044,94,52691.72932,0.4033,19627
0.077594568,0.031037827,0.005819593,0.041464597,0.272065955,0.054558681,0.145974782,0.027885548,0.100630456,0.072259942,0.100387973,0.032007759,0.083916084,0.777972028,0.637453184,0.927992799,0.134162023,313,2333,320,61658.90585,0.438,22931
0.070233196,0.019753086,0.027709191,0.023868313,0.18957476,0.063374486,0.242524005,0.014814815,0.103155007,0.073525377,0.090260631,0.02441701,0.086075949,0.495253165,0.624920128,0.94773791,0.228680324,480,2099,201,42830.0554,0.401,15883
0.033136483,0.037729659,0.0082021,0.044291339,0.182742782,0.123687664,0.105971129,0.026902887,0.086942257,0.123687664,0.112860892,0.033792651,0.097578348,0.756410256,0.633239171,0.935543278,0.074353448,138,1856,210,61203.5517,0.396,23560
0.115270351,0.023767083,0.008912656,0.045751634,0.161616162,0.057040998,0.207961973,0.009506833,0.106357695,0.060606061,0.009506833,0.060606061,0.211231324,0.634209171,0.565393989,0.940749022,0.194493783,219,1126,106,50617.17831,0.4418,18616
0.049952875,0.042412818,0.003770028,0.011781338,0.172950047,0.019321395,0.304429783,0.026861451,0.107445806,0.066446748,0.059849199,0.102733271,0.19498861,0.557175399,0.509403107,0.9549955,0.1035313,129,1246,100,56793.66157,0.4713,21904
0.061594203,0.016304348,0.019323671,0.020531401,0.227657005,0.02173913,0.1352657,0.022342995,0.111714976,0.038647343,0.057971014,0.199275362,0.23300467,0.610275039,0.317176871,0.914917127,0.15687993,179,1141,154,61407.78078,0.5305,24394
0.055005501,0.02530253,0.011551155,0.053355336,0.201320132,0.01760176,0.302530253,0.003850385,0.140264026,0.00440044,0.069856986,0.073157316,0.145428707,0.426338228,0.482222222,0.871106852,0.283993115,330,1162,269,44522.28381,0.4836,17882
0.10212766,0.014468085,0.003404255,0.05787234,0.223829787,0.075744681,0.037446809,0,0.140425532,0.041702128,0.188085106,0.006808511,0.258712345,0.509746013,0.57589803,0.938498403,0.074450085,44,591,77,45079.36255,0.409,23370
0.069450362,0.02258202,0.011930124,0.07072859,0.256071581,0.049424798,0.066467831,0.016616958,0.189177674,0.035364295,0.173412867,0.013208351,0.23566879,0.617099461,0.490273918,0.962674323,0.088357588,170,1924,91,50019.74359,0.428,24906
0.089917355,0.017190083,0.01322314,0.052561983,0.13553719,0.041322314,0.31338843,0.004628099,0.062479339,0.082975207,0.098181818,0.037355372,0.13986014,0.627162311,0.561032864,0.931629196,0.194038929,319,1644,222,47733.93239,0.469,16590
0.096103896,0.012987013,0.008831169,0.062337662,0.205714286,0.02961039,0.22025974,0.002077922,0.08987013,0.065454545,0.061818182,0.108571429,0.124087591,0.760688217,0.394790953,0.915794481,0.120550162,149,1236,177,52172.85714,0.4041,20019
0.097250168,0.036217304,0.018108652,0.020791415,0.101274313,0.048289738,0.442991281,0.006036217,0.067404427,0.039906103,0.029845741,0.042588867,0.179625516,0.556013964,0.473744292,0.938621341,0.115384615,213,1846,195,45376.36364,0.3877,18497
0.081008101,0.01620162,0.04050405,0.01620162,0.199819982,0.03510351,0.307830783,0.02340234,0.108010801,0.081008101,0.02610261,0.00720072,0.281207133,0.575445816,0.299165673,0.903986981,0.222222222,182,819,118,52470.32443,0.4374,21932
0.101590106,0.044169611,0.010600707,0.00795053,0.199646643,0.084805654,0.198763251,0.009717314,0.069787986,0.057420495,0.01590106,0.144876325,0.247379455,0.601677149,0.342624855,0.952861953,0.068767908,48,698,56,44047.44661,0.4205,19119
0.056537102,0.050479556,0.015648662,0.024734982,0.264008077,0.07269056,0.164563352,0.020191822,0.069156991,0.127713276,0.084300858,0.016153458,0.157847534,0.717488789,0.4875,0.857947163,0.106440678,157,1475,328,58483.59957,0.427,21766
0.064039409,0.0591133,0.011699507,0.058497537,0.21182266,0.056650246,0.218596059,0.050492611,0.067118227,0.107758621,0.035714286,0.032635468,0.188881447,0.655056932,0.462167689,0.941449275,0.022916667,22,960,101,71729.31462,0.382,27460
